Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H06S1V001,H06S1V002,H06S1V003,H06S1V004,H06S1V005,H06S1V006,H06S1V007,H06S1V008,H06S1V009,H06S1V010,H06S1V011,H06S1V012,H06S1V013,H06S1V014,H06S1V015,H06S1V016,H06S1V017,H06S1V018,H06S1V019,H06S1V020,H06S1V021,H06S2V001,H06S2V002,H06S2V003,H06S2V004,H06S2V005,H06S2V006,H06S2V007,H06S2V008,H06S2V009,H06S2V010,H06S2V011,H06S2V012,H06S2V013,H06S2V014,H06S2V015,H06S2V016,H06S2V017,H06S2V018,H06S2V019,H06S3V001,H06S3V002,H06S3V003,H06S3V004,H06S3V005,H06S3V006,H06S3V007,H06S3V008,H06S3V009,H06S3V010,H06S3V011,H06S3V012,H06S3V013,H06S3V014,H06S3V015,H06S3V016,H06S3V017,H06S3V018,H06S3V019,H06S3V020,H06S3V021,H06S3V022,H06S3V023,H06S3V024,H06S3V025,H06S3V026,H06S3V027,H06S3V028,H06S3V029,H06S3V030,H06S3V031,H06S3V032,H06S3V033,H06S3V034,H06S3V035,H06S3V036,H06S3V037,H06S3V038,H06S3V039,H06S3V040,H06S3V041,H06S3V042,H06S3V043,H06S3V044,H06S3V045,H06S3V046,H06S4V001,H06S4V002,H06S4V003,H06S4V004,H06S4V005,H06S4V006,H06S4V007,H06S4V008,H06S4V009,H06S4V010,H06S4V011,H06S4V012,H06S4V013,H06S4V014,H06S4V015,H06S4V016,H06S4V017,H06S4V018,H06S4V019,H06S4V020,H06S4V021,H06S4V022,H06S4V023,H06S4V024,H06S4V025,H06S4V026,H06S4V027,H06S4V028,H06S4V029,H06S4V030,H06S4V031,H06S4V032,H06S4V033,H06S4V034,H06S4V035,H06S4V036
36,BEAUCE,Quebec,1867 - ,6,1887.02.22,1894,8816ee26-4762-47a1-a4be-fbe96abceb05,"GODBOUT, Joseph",1900,0.5204,Independent Liberal,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,2,9,1,2,2,2,1,9,9,2,2,2,9,9,9,9,9,2,1,2,2,1,1,1,9,9,1,2,1,9,2,9,1,1,1,9,9,1,1,1,1,1,9,2,1,9,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,1,1,9,9,2,1,1,1,2,2,1,2,9,2,9,9,2,1,1,2,2,1,9,1,9,1,1,2,2,1,1,1
75,BROME,Quebec,1867 - 1924,6,1887.02.22,1902,8898cbb9-c7b4-4b1d-8019-f6672fcd0560,"FISHER, Sydney Arthur",1570,0.5686,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,,,,,9,9,9,9,2,1,9,9,1,1,1,1,2,1,2,2,1,1,9,9,9,1,1,2,2,1,9,9,2,1,1,2,1,1,1,1,1,1,9,1,9,1,1,1,1,2,2,2,2,9,2,1,1,9,1,2,1,2,9,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,9,1,1,2,1,1,1,1,2,1,9,2,9,1,2,1,2,1,2,2,1,2,9,2,2,1,9,9,1,2,2,9,9,1,9,9,9,1,2,9,1,1
349,L'ASSOMPTION,Quebec,1867 - 1914,6,1887.02.22- and 1888.04.03,1903,889d6a64-c9cf-4b8d-8391-3d199f293cbb,"GAUTHIER, Joseph",1117,0.5047,Liberal Party of Canada,"Farmer, grain merchant",Fr.Catholic,1,1,,,,,,,,,,Unseated: —,,,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,9,9,9,9,9,9,1,2,2,2,1,1,2,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,2,1,9,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,9,1,9,1,9,2,1,1,9,9,1,9,9,2,9,9,1,9
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,6,1887.02.22,1905,88e7fbcc-3cee-46ee-bc96-b676d72ea571,"MALLORY, Albert Elhanan",2291,0.5014,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
485,NICOLET,Quebec,1867 - 1933,6,1887.02.22-1888.04.29,1936,8afcfa0d-5e8c-448a-9e80-cab47b3c8f0e,"GAUDET, Athanase",1957,0.7153,Nationalist Conservative,"Farmer, merchant",Fr.Catholic,1,2,,,,,,,,,,Died in office: 1888.04.29,,,2,2,2,1,1,9,2,1,2,2,1,2,1,9,2,2,9,9,9,2,2,9,2,1,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
574,PROVENCHER,Manitoba,1871 - ,6,1887.02.22-1888.07.03,1938,8b05ff30-bee3-4a1b-9873-09b8da82d3a2,"ROYAL, Hon. Joseph",1081,0.5815,Conservative (1867-1942),"Author, editor, lawyer",Fr.Catholic,0,3,,,,,,,,,,Resignation. Appointed Lieutenant-Governor of the North West Territories: 1888.07.03,,,9,2,2,1,1,9,2,1,2,2,1,2,1,9,2,2,9,9,9,9,9,2,2,1,1,9,9,2,9,2,2,1,2,9,9,9,9,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
791,WATERLOO SOUTH,Ontario,1867 - 1966,6,1887.02.22,1955,8c77c740-34fa-40c3-b1c3-ffa76453fe5c,"LIVINGSTON, James",2254,0.5444,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,2,1,2,1,1,2,1,9,9,1,2,1,2,1,2,2,1,2,1,1,1,2,9,9,9,9,9,1,1,2,1,1,1,1,1,1,9,1,1,9,9,9,9,1,9,1,9,9,9,9,9,9,1,2,1,2,2,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,9,1,1,2,2,1,2,1,1,9,9,9,1,2,1,2,9,9,1,1,1,2,2,1,1,2,9,1,1,1,9,9,1,1
675,SELKIRK,Manitoba,1871 - 1976,6,1887.02.22,1974,8dc37d51-caf4-4f5e-b834-8a561b859da7,"DALY, Thomas Mayne",2787,0.5166,Liberal-Conservative,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,9,9,9,2,2,1,1,9,9,9,1,2,2,1,9,9,2,2,2,2,9,9,2,2,2,2,2,2,9,2,1,1,2,1,2,9,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,1,2,1,2,9,9,9,9,2,1,2,1,9,2,1,1,2,9,9,2,9,9,9,2,2,2,1,1,2,2
123,CARLETON,Ontario,1867 - 1966,6,1888.02.01,1985,8ed6899a-4e1f-4299-a0f3-356321d72f50,"DICKINSON, George Lemuel",1524,0.6158,Conservative (1867-1942),"Manufacturer, mill owner",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,2,1,9,2,2,2,1,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,2,9,9,2,1,2,2,2,9,2,2,2,2,2,2,2,9,2,9,2,2,2,2,2,2,9,9,9,9,9,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,9,2,2,2,2,2,2,2,1,9,2,2,2,2,1,1,2,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,6,1887.02.22,1994,8f4704b1-7236-477d-a745-bd0d960ba2ce,"MITCHELL, Hon. Peter",2271,0.5983,Independent Liberal,"Businessman, lawyer, shipbuilder",Protestant,0,4,,,,,,,,,,,,,2,2,2,1,2,1,1,2,2,1,1,1,2,9,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,2,1,1,1,2,1,2,1,1,1,1,9,1,9,9,9,1,2,9,1,1,1,1,9,9,9,9,9,9,9,9,9,2,1,1,1,1,9,1,9,1,1,1,2,9,1,9,9,9,1,2,9,2,9,1,2,1,1,1,2,1,9,2,9,1,1,9,9,9,1,1
252,GREY NORTH,Ontario,1867 - 1966,6,1887.02.22,1996,8f6078fd-cb6e-4f08-98b2-6ad5da66ceb7,"MASSON, James",2128,0.5068,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,9,9,2,1,1,2,2,2,2,1,9,1,2,2,1,1,9,9,9,9,2,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,2,2,1,2,2,2,2,9,9,2,2,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,1,9,1,2,1,2,2,1,2,9,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,9,1,2,2,2
351,L'ISLET,Quebec,1867 - 1933,6,1887.02.22,1997,8f66ba4f-a22c-4b35-a245-d606e34fd1f1,"CASGRAIN, P.B.",883,0.5116,Liberal Party of Canada,"Author, lawyer",Fr.Catholic,1,5,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,9,2,9,1,1,2,2,1,2,1,9,1,1,2,1,9,9,9,1,9,9,9,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,9,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1,9,9,1,1,2,9,9,1,9,2,1,1,1,1,1,2,1,1,1,1,2,1,2,9,2,9,1,9,9,9,2,2,1,9,9,9,1,1,2,2,1,9,1
686,SIMCOE NORTH,Ontario,1867 - ,6,1887.02.22,2004,8fd203dc-77f3-4258-9660-160556ef112e,"MCCARTHY, Dalton",2362,0.5374,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,Ireland,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,9,9,9,9,9,1,2,9,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,1,9,1,2,2,9,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,9,9,9,9,9,9,9,1,9,9,2,9
721,TEMISCOUATA,Quebec,1867 - 1959,6,1887.02.22,2011,904d86d6-5bcd-4923-a593-e80fb4cdb01c,"GRANDBOIS, P.E.",1707,0.5099,Conservative (1867-1942),Physician,Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,9,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,9,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,9,1,2,2
601,RENFREW SOUTH,Ontario,1867 - 1966,6,1887.02.22-1887.06.14,2037,92177b37-da5b-4fce-8d17-725e382e0904,"CAMPBELL, Robert",1200,0.5141,Liberal Party of Canada,"Businessman, lumberman",Protestant,0,2,,,,,,,,,Scotland,Died in office: 1887.06.14,,,2,2,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
603,RESTIGOUCHE,New Brunswick,1867 - 1914,6,1887.02.22-1887.04.25,2038,92211afc-ca5b-4d9c-8abf-92bd4e8209fa,"MOFFATT, Robert",420,0.4242,Conservative (1867-1942),Merchant,Protestant,0,2,,,,,,,,,,Died in office: 1887.04.25,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
171,TWO MOUNTAINS,Quebec,1867 - 1914,6,1887.02.22,2042,925bf7fa-2631-439c-a0b7-adde0c3f78ac,"DAOUST, Jean Bte.",1091,0.5171,Conservative (1867-1942),Farmer,Fr.Catholic,1,5,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,1,9,1,1,2,2,9,9,9,2,2,1,1,9,9,2,9,2,2,1,2,9,2,9,2,2,2,2,9,2,2,2,9,9,9,2,1,2,1,2,2,9,2,9,2,2,2,2,2,2,9,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,2,1,1,9,1,2,1,1,1,2,9,9,2,9,9,2,2,9,9,2,2,2,9,9,2,2,2,9,9,9,9,2
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,6,1887.02.22,2051,9333c378-ac8b-4f17-aaa3-aa7e73cab8ea,"PERRY, Stanislaus Francis",2988,0.259,Liberal Party of Canada,Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,1,2,9,1,2,1,1,1,1,2,2,2,2,1,1,9,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,9,1,1,1,1,1,9,2,2,2,1,1,2,1,1,1,2,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,9,2,2,1,9,1,9,1,1,2,9,9,9,9
157,COMPTON,Quebec,1867 - 1947,6,1889.05.16,2064,942db9f5-0c5f-4488-a4f6-5431aa441a57,"POPE, Rufus Henry",accl.,,Conservative (1867-1942),"Breeder, farmer",Protestant,0,1,,,,,,,,,,Elected at a by-election following the death of his father,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,2,2,9,1,9,1,2,1,9,9,9,2,1,9,1,1,2,9,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9
574,PROVENCHER,Manitoba,1871 - ,6,1889.01.24,2085,95ad46ae-f05b-4325-8d8e-c426630390df,"LARIVIERE, Alphonse-Alfred-Clement",797,0.4833,Conservative (1867-1942),"Correspondent, editor",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,9,9,9,9,2,1,2,1,9,2,2,1,2,2,2,2,2,1,2,2,2,2,9,9,9,2
550,PICTOU,Nova Scotia,1867 - 1966,6,1887.02.22-1888.05.31 and 1888.06.18,2103,96d0ba80-7fd6-4865-8545-abba4a2e357f,"TUPPER, Charles Hibbert",3334,0.2687,Conservative (1867-1942),"Editor, lawyer",Protestant,0,2,,1,,,,,,,,Resignation. Appointed Minister of Marine and Fisheries: 1888.05.31,,,9,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,9,2,1,9,2,1,1,2,1,9,1,2,2,1,2,1,9,9,9,9,9,9,2,2,2,2,2,2,9,9,9,2,2,1,2,9,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,2,9,9,2,2,1,2,2,1,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
529,OXFORD NORTH,Ontario,1867 - 1933,6,1887.02.22,2105,96d9a145-4e36-4be8-93a6-ca5a9c37ab45,"SUTHERLAND, James",2083,0.7109,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,2,9,1,2,1,1,9,1,2,9,9,9,9,9,9,1,9,1,1,2,2,1,9,2,2,1,1,2,1,9,9,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,1,1,2,9,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,2,1,9,1,1,1,1,1,2,2,1,2,1,9,2,2,1,1,2,1,2,9,1,9,9,9,2,9,9,1,9,9,1,1,1,9,9,1,1
613,RICHMOND--WOLFE,Quebec,1867 - 1966,6,1887.02.22,2122,9864058f-4f50-4c03-b279-8394f6e1af29,"IVES, Wm. B.",2355,0.515,Conservative (1867-1942),"Businessman, lawyer",Protestant,0,3,,,,,,,,,,,,,2,2,2,1,9,9,2,1,2,9,9,2,1,9,2,2,2,2,2,9,9,9,2,1,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,9,1,2,2,1,2,1,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,2,1,1,9,9,9,1,9,9,9,9,1,9,9,9,2,9,9,9,9,1,9,9,1,2,9,9,9,9,9,9,9
131,CHAMPLAIN,Quebec,1867 - 2003,6,1887.02.22,2125,98a7e8f3-9a89-4f06-a046-7872a8b296da,"MONTPLAISIR, H.",1649,0.5181,Liberal-Conservative,farmer,Fr.Catholic,1,4,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,9,9,2,1,9,2,1,2,2,9,2,2,9,2,1,1,9,9,2,9,2,9,9,2,2,2,2,2,9,2,2,2,2,2,2,9,1,1,2,1,9,1,2,2,9,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,9,9,2,2,1,2,2,1,9,9,9,2,1,1,9,1,2,1,1,1,2,2,9,9,1,9,2,9,9,9,2,9,9,2,1,2,9,9,2,9,9,2,2
243,GLOUCESTER,New Brunswick,1867 - 1990,6,1887.02.22,2127,98b224a6-ad26-411a-8a25-1d5ee9b6374e,"BURNS, K.F.",1908,0.5612,Conservative (1867-1942),"Manufacturer, merchant",Catholic,0,2,,,,,,,,,Ireland,,,,2,2,2,1,1,2,2,1,2,2,1,9,1,2,1,2,2,2,9,2,2,9,2,1,1,9,9,2,1,2,2,1,2,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,2,2,1,2,9,2,9,2,2,9,2,2,2,9,2,2,2,2,2,2,2,9,2,2,9,2,2,2,2,2,2,2,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,1,2,9,9,2,2,9,9,2,1,2,9,9,9,2,2,2,1,2,2,2
29,BAGOT,Quebec,1867 - 1933,6,1887.02.22,2152,9a7d364b-8ad2-4c3d-b1bf-7a4a4ee73372,"DUPONT, Flavien",accl.,,Conservative (1867-1942),Notary,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,1,2,2,9,9,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,9,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,9,2,2,1,1,9,2,2,2,1,2,2,9,2,9,2,2,2
599,RENFREW NORTH,Ontario,1867 - 1972,6,1887.02.22,2161,9b1d7a00-039b-436a-81b7-451173585a8a,"WHITE, Peter",1534,0.544,Conservative (1867-1942),Lumber merchant,Protestant,0,4,,,,,,,,,,,,,1,1,1,2,1,2,9,9,2,9,9,2,1,1,2,2,2,1,9,9,9,2,2,1,1,9,9,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,1,2,2,1,9,9,2,9,9,2,9,2,2,2,2,2,2,2,1,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,9,9,2,1,9,9,1,1,2,9,9,9,2,2,2,1,2,9,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,6,1887.02.22,2181,9c6f88ae-5413-4af6-8aa3-731d778dea6f,"MARSHALL, Joseph Henry",2624,0.5845,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,1,2,2,1,9,9,9,2,1,9,9,9,9,9,9,9,9,9,2,1,1,2,1,2,1,2,9,9,2,1,2,9,9,9,9,9,2,2,2,2,2,1,9,9,9,2,1,2,2,1,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,9,9,9,9,9,9,1,1,2,1,9,9,2,2,9,9,9,9,9
138,CHARLOTTE,New Brunswick,1867 - 1966,6,1887.02.22,2222,9f5b8f3e-a5e3-4e38-8fa7-f36c56d10856,"GILLMOR, A.H.",1892,0.5109,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,4,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,9,1,2,9,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,9,9,2,9,1,1,1,1,9,9,9,9,1,9,1,1,9,1,1,1,1,1,1,1,1,1,9,9,2,1,1,1,1,2,1,1,2,2,9,2,1,2,1,2,2,9,2,1,2,9,1,9,9,1,2,2,1,9,9,9,1,1,2,2,1,1,1
277,HASTINGS EAST,Ontario,1867 - 1924,6,1887.02.22,2235,a04e37a9-fecd-4db4-a23b-cda5b326a236,"BURDETT, S.B.",1759,0.5093,Liberal Party of Canada,"Lawyer, lecturer",Protestant,0,1,,,,,,,,,,,,,2,2,2,1,9,1,1,2,1,1,1,1,2,1,9,9,9,9,1,1,2,1,1,2,2,9,9,9,1,9,1,2,1,1,1,1,1,1,9,9,1,1,1,1,9,9,1,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,2,1,1,2,2,1,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,ALGOMA,Ontario,1867 - 1903,6,1887.02.22,2245,a117da63-2122-45b2-be3b-4dcd6cdfd045,"DAWSON, S.J.",1428,0.5032,Conservative (1867-1942),"Civil engineer, land surveyor",Catholic,0,3,,,,,,,,,Scotland,,,,2,9,1,2,1,2,9,9,2,2,1,2,1,2,2,2,2,2,2,9,9,2,2,1,1,2,1,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,9,1,2,2,2,2,1,2,1,2,1,9,2,2,1,2,2,2,2,9,9,2,2,2,2,9,9,2,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,6,1887.02.22,2254,a1fe60e8-e7a8-498b-921c-b6712fd21b74,"LAVERGNE, Joseph",accl.,,Liberal Party of Canada,"Editor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,2,1,9,9,1,9,9,1,2,9,2,2,1,1,9,9,9,9,9,9,2,9,9,9,2,9,1,2,9,9,9,9,9,9,9,9,1,1,1,1,9,9,9,9,9,9,1,2,9,2,9,9,9,9,2,1,1,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,1,2,1,2,1,2,2,9,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,9
743,WEST TORONTO,Ontario,1867 - 1903,6,1887.02.22,2257,a22f446d-cb53-4672-9014-51d1486ffb82,"DENISON, Frederic C.",3895,0.5319,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,9,9,9,2,1,2,2,9,1,2,2,2,1,1,2,1,9,1,2,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,9,2,1,2,1,1,2,1,1,2,2,2,9,9,9,2,2
172,DIGBY,Nova Scotia,1867 - 1914,6,1887.02.22-1887.05.26,2286,a444ac37-4e2f-45e9-99da-00ef834ae2f2,"CAMPBELL, John",1459,0.5168,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,Died in office: 1887.05.26,,,1,1,2,1,1,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
