Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H14S1V001,H14S1V002,H14S1V003,H14S1V004,H14S1V005,H14S1V006,H14S1V007,H14S1V008,H14S1V009,H14S1V010,H14S1V011,H14S1V012,H14S1V013,H14S2V001,H14S2V002,H14S2V003,H14S2V004,H14S2V005,H14S2V006,H14S2V007,H14S2V008,H14S2V009,H14S2V010,H14S2V011,H14S2V012,H14S2V013,H14S2V014,H14S2V015,H14S2V016,H14S2V017,H14S2V018,H14S2V019,H14S2V020,H14S2V021,H14S2V022,H14S2V023,H14S2V024,H14S3V001,H14S3V002,H14S3V003,H14S3V004,H14S3V005,H14S3V006,H14S3V007,H14S3V008,H14S3V009,H14S3V010,H14S3V011,H14S3V012,H14S3V013,H14S3V014,H14S3V015,H14S3V016,H14S3V017,H14S3V018,H14S3V019,H14S3V020,H14S4V001,H14S4V002,H14S4V003,H14S4V004,H14S4V005,H14S4V006,H14S4V007,H14S4V008,H14S4V009,H14S4V010,H14S4V011,H14S4V012,H14S4V013,H14S4V014,H14S4V015,H14S4V016,H14S4V017,H14S4V018,H14S4V019,H14S4V020,H14S4V021,H14S4V022,H14S4V023,H14S4V024,H14S4V025,H14S4V026,H14S4V027,H14S4V028
686,SIMCOE NORTH,Ontario,1867 - ,14,1921.12.06,2421,ad49ff16-a1f6-49e3-bae2-90b690d6ce30,"ROSS, Thomas Edwin",5298,0.5137,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,9,2,1,1,9,1,9,1,2,9,1,9,9,1,9,9,2,1,1,1,1,1,1,9,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,9,9,9,9,1,9,9,1,2,1,2,1,1,1,1,9,2,1,2,2,1,2,2,9,9,1,2,1,1,1,2,2,1,9,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,14,1921.12.06,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",10340,0.7759,Liberal Party of Canada,"Lumber merchant, manufacturer, merchant",Catholic,0,6,,,,,,,,,,,,,2,9,2,2,2,1,1,9,1,2,1,1,2,2,2,2,2,1,2,2,2,1,9,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,9,2,1,2,9,2,2,1,1,1,2,9,9,9,2,9,2,9,2,1,2,1,1,2,9,2,1,1,9,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
252,GREY NORTH,Ontario,1867 - 1966,14,1921.12.06,2464,b0d8dd61-4fd0-47e2-b76b-237df6cb80c9,"DUNCAN, Matthew Robert",5741,0.3839,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,1,2,2,2,1,2,9,2,1,9,9,9,1,9,9,9,9,2,9,2,9,2,9,9,9,2,2,2,1,2,2,2,2,2,2,9,9,1,2,9,9,9,2,2,1,9,1,9,2,2,1,2,9,2,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,1,1,2,2,9,2,9,2,1,1,2,2,9,9,1
846,YORK NORTH,Ontario,1867 - 2003,14,1921.12.06-1921.12.28 and 1922.01.19,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Hon. William Lyon Mackenzie",5167,0.4217,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",Protestant,0,3,,1,,,,,,,,Resignation. Appointed Prime Minister: 1921.12.28,,,2,2,2,1,2,1,1,9,1,2,1,1,2,2,2,2,1,1,9,9,2,1,9,2,1,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,9,2,2,2,2,2,1,9,2,1,2,1,1,9,9,2,1,1,1,2,2,1,2,2,9,9,9,9,2,2,2,1,1,2
280,HASTINGS WEST,Ontario,1867 - 1924,14,1924.11.25,2473,b15e430a-9e5f-49df-94a6-2c61665e7555,"HANNA, Charles Edward",8315,0.5128,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,9,2,2,2,1,9,2,2,1,1,2
400,LISGAR,Manitoba,1871 - 1987,14,1921.12.06,2479,b1d5c682-1934-44e3-8c98-235be860bb63,"BROWN, John Livingstone",4460,0.575,Progressive,"Farmer, minister",Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,1,1,2,2,1,9,9,9,1,2,2,2,9,9,9,9,9,9,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,9,1,2,1,2,1,1,1,1,1,2,1,2,9,1,2,2,1,2,2,2,2,1,9,2,1,1,2,1
757,VANCOUVER CENTRE,British Columbia,1914 - ,14,1921.12.06,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",10493,0.585,Conservative (1867-1942),"Accountant, broker, grocer",Protestant,0,3,,,,,,,,,England,,,,1,9,2,2,1,2,2,9,1,1,2,2,1,9,9,2,2,9,9,2,1,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,9,1,9,9,9,2,2,2,1,9,1,9,2,2,9,9,9,9,9,9,9,1,9,9,9,9,2,2,9,9,1,2,9,1,9,1,2,9,1,9,1,2,1,1,9,9,9,9,9
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,14,1921.12.06-1922.07.21,2497,b3353817-23f7-4cc0-9364-973411f9b454,"DEMERS, Marie-Joseph",6618,0.935,Liberal Party of Canada,Lawyer,Fr.Catholic,1,5,,,,,,,,,,Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1922.07.21,,,2,9,2,9,2,1,1,1,1,2,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
485,NICOLET,Quebec,1867 - 1933,14,1921.12.06-1923.04.25,2498,b34a0443-7e45-404a-8e0f-1af20a02b4c3,"TRAHAN, Arthur",8298,0.7851,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1923.04.25,,,2,9,2,2,2,1,1,1,1,2,1,9,2,2,2,2,2,1,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
336,KING'S,Prince Edward Island,1892 - 1966,14,1921.12.06,2508,b443ed18-8c97-4f61-a408-a844789acb40,"HUGHES, James Joseph",3829,0.4394,Liberal Party of Canada,"Exporter, merchant, passenger agent",Catholic,0,4,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,2,1,9,2,2,2,2,2,1,9,2,2,9,1,2,9,2,1,9,9,2,2,2,2,2,9,2,2,2,9,1,1,9,2,1,2,1,9,9,9,9,2,9,9,2,2,2,9,1,1,9,9,9,1,1,2,1,2,1,1,1,9,2,1,2,9,9,9,9,9,2,2,2,1,9,2
739,TORONTO NORTH,Ontario,1903 - 1924,14,1921.12.06,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",12412,0.5949,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,9,9,2,2,1,2,2,2,1,1,2,9,2,1,2,9,2,2,2,2,2,9,9,1,9,2,2,2,2,9,9,9,9,9,9,2,1,1,9,2,2,9,2,2,1,2,1,2,2,2,9,2,9,9,9,9,9,9,9,2,1,2,2,2,2,2,9,9,2,1,1,1,2,9,1,9,9,2,1,9,1,9,1,9,9
675,SELKIRK,Manitoba,1871 - 1976,14,1921.12.06,2519,b51147ec-fb01-4e00-bc55-826415ff1c97,"BANCROFT, Leland Payton",6529,0.4395,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,9,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,9,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,9,1,2,1,2,1,1,2,1,2,2,1,9,2,9,2,2,1,2,2,2,2,1,1,1,1,1,9,1
207,ELGIN EAST,Ontario,1867 - 1924,14,1921.12.06,2521,b518c3e0-9d1a-43c2-8a1e-a14029b83b97,"STANSELL, John Lawrence",3240,0.397,Conservative (1867-1942),"Breeder, farmer",Protestant,0,1,,,,,,,,,,,,,1,2,9,2,1,2,2,1,1,1,2,9,1,1,2,9,2,9,1,2,9,9,2,9,2,2,2,2,1,9,9,9,9,9,9,9,1,1,9,2,2,2,2,2,1,9,1,2,2,9,9,1,9,9,9,9,1,1,2,1,1,1,9,9,9,9,1,2,9,9,1,1,2,9,1,2,1,2,1,9,2,9,9,9,9
411,MACDONALD,Manitoba,1892 - 1947,14,1921.12.06,2525,b54e3a9e-15eb-4530-ac26-da6562febcf2,"LOVIE, William James",5989,0.661,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,9,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,2,1,2,2,1,9,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,9,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1
855,YORK--SUNBURY,New Brunswick,1914 - 1987,14,1921.12.06,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Richard B.",7777,0.5295,Conservative (1867-1942),Barrister,Protestant,0,2,,,,,,,,,,,,,1,2,2,2,9,9,9,1,1,9,9,2,1,1,2,2,9,2,1,9,1,9,2,1,9,2,2,2,1,2,2,2,9,9,9,1,1,1,2,9,9,9,2,2,1,9,1,9,9,2,9,9,9,2,9,9,9,1,2,1,1,1,9,2,1,9,1,2,2,1,1,1,2,9,9,2,2,2,1,9,2,9,9,9,9
625,ROYAL,New Brunswick,1914 - 1966,14,1921.12.06,2591,b9fb0d72-3610-42f4-991a-66ed1ca6b876,"JONES, George B.",5551,0.4067,Conservative (1867-1942),"Business executive, merchant",Protestant,0,1,,,,,,,,,,,,,9,2,2,2,9,9,9,9,9,9,9,9,1,1,2,2,9,9,9,2,1,9,9,9,2,2,2,2,1,9,9,9,2,2,2,1,1,1,9,2,2,2,2,2,1,9,1,9,9,2,9,9,9,2,2,9,9,9,2,1,2,1,9,2,1,9,1,2,2,1,1,1,2,9,9,2,2,2,1,9,2,9,9,9,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,14,1921.12.06,2598,ba4c0967-1043-452a-b7eb-9bc8c0ea39f4,"KNOX, Andrew",8525,0.536,Progressive,Farmer,Protestant,0,2,,,,,,,,,Ireland,,,,2,9,1,9,2,2,9,2,2,2,2,9,2,1,1,1,1,2,1,9,9,1,9,9,1,1,2,1,1,1,1,1,1,1,9,9,9,2,1,2,1,1,2,1,2,1,9,9,9,1,2,1,9,1,1,1,9,1,2,1,2,1,1,2,1,9,2,1,9,2,1,2,2,1,9,9,9,9,9,9,2,1,9,9,1
813,WESTMOUNT--ST. HENRI,Quebec,1914 - 1924,14,1921.12.06,2635,bd0b7691-bf15-4026-ab2e-767ae78f819d,"MERCIER, Paul",17583,0.7096,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,2,1,1,1,1,2,1,9,2,2,2,9,9,9,2,2,2,1,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,2,1,1,2,2,2,1,9,1,2,2,1,1,9,2,2,9,9,2,9,2,9,2,1,2,1,9,2,1,2,1,9,9,2,2,1,2,2,1,1,1,2,2,9,9,9,9,2
136,CHARLEVOIX--MONTMORENCY,Quebec,1914 - 1924,14,1921.12.06,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",7727,0.727,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,9,2,2,2,1,9,1,1,2,1,1,2,9,9,9,9,1,2,2,2,9,9,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,9,2,1,2,9,2,2,1,1,1,2,2,2,9,2,2,2,9,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
742,TORONTO SOUTH,Ontario,1903 - 1933,14,1921.12.06,2647,be525b3e-1ce0-476f-83c1-f1ce7813923b,"SHEARD, Charles",4056,0.5386,Conservative (1867-1942),"Physician, professor",Protestant,0,2,,,,,,,,,,,,,1,2,9,2,9,9,9,9,1,1,2,9,1,1,2,9,2,9,2,2,9,9,9,9,9,2,2,9,9,2,2,2,2,2,9,2,9,1,2,9,9,2,2,2,1,9,1,9,9,2,2,9,9,2,2,9,9,1,1,2,1,2,9,2,9,9,9,9,9,9,1,1,2,2,9,2,1,2,1,9,2,2,1,9,9
58,BOW RIVER,Alberta,1914 - 1966,14,1921.12.06,2653,bec983fd-5d93-4fb8-b921-3a1d702cbebd,"GARLAND, Edward Joseph",11527,0.7449,Progressive,Farmer,Protestant,0,1,,,,,,,,,Ireland,,,,2,1,9,1,9,9,9,2,2,1,2,2,2,1,1,1,1,2,1,1,2,9,2,1,9,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,9,1,1,1,1,9,1,9,2,1,2,1,1,2,1,2,2,1,2,9,1,2,2,1,9,9,2,9,9,1,1,1,1,2,1
69,BRANTFORD,Ontario,1903 - 1924,14,1921.12.06,2663,bf906e40-3c8f-4169-b5a8-d811e6337887,"RAYMOND, William Gawtress",6879,0.5285,Liberal Party of Canada,"Merchant, postmaster",Protestant,0,1,,,,,,,,,England,,,,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,2,2,2,1,1,2,2,2,2,9,1,2,2,1,1,1,2,2,2,2,9,9,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,9,2,1,1,1,2,2,2,2,1,1,2
131,CHAMPLAIN,Quebec,1867 - 2003,14,1921.12.06,2668,bfcd5cb3-fa89-4dc9-9a43-f7cd41753640,"DESAULNIERS, Arthur Lesieur",11709,0.69,Liberal Party of Canada,Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,2,1,1,1,1,2,1,9,2,2,2,9,2,1,2,2,2,1,9,2,1,2,1,2,1,2,2,2,2,2,9,2,2,2,9,1,2,9,2,1,2,9,2,2,1,1,9,2,2,9,9,2,9,2,1,2,1,2,9,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
424,MARQUETTE,Manitoba,1871 - 1976,14,1921.12.06,2674,c0217f54-28e5-4cd6-8ce3-4d47e7475495,"CRERAR, Hon. Thomas Alexander",9873,0.6701,Progressive,"Farmer, grain merchant, managing director, teacher",Protestant,0,2,,,,,,,,,,,,,2,1,9,9,2,2,1,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,1,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,1,2,9,2,2,1,9,2,2,1,1,9
477,NELSON,Manitoba,1914 - 1933,14,1921.12.06,2688,c111b992-19d9-4d12-9d89-aecc72e09544,"BIRD, Thomas William",2814,0.6809,Progressive,Clergyperson,Protestant,0,1,,,,,,,,,England,,,,2,1,1,1,2,2,1,2,2,2,2,9,2,9,9,1,9,9,1,1,2,9,9,1,1,1,2,2,2,1,1,1,1,1,2,1,9,2,1,2,1,9,2,1,2,1,2,1,9,9,2,1,1,1,1,1,9,1,2,1,2,1,2,2,1,9,2,1,9,9,9,2,2,1,2,2,2,2,1,9,1,1,1,2,9
664,SASKATOON,Saskatchewan,1907 - 1933,14,1921.12.06,2708,c2394337-f8ed-4555-877d-cc6d79e6700e,"EVANS, John",8057,0.5404,Progressive,Farmer,Protestant,0,1,,,,,,,,,Wales,,,,2,2,1,1,2,2,9,2,9,2,2,9,2,1,1,1,1,2,1,1,9,9,9,1,1,1,2,2,1,1,1,1,1,1,9,1,1,2,1,2,2,9,9,9,2,1,9,9,9,2,2,1,1,1,1,9,9,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,9,1
363,LAMBTON EAST,Ontario,1882 - 1933,14,1921.12.06,2711,c2527710-f476-45b2-a5f5-e6c1d5ed9aef,"FANSHER, Burt Wendell",6747,0.5398,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,9,1,1,2,2,9,2,2,2,2,1,2,9,9,1,1,2,1,2,9,1,9,9,9,1,2,2,1,9,9,9,9,9,9,1,2,2,9,2,2,9,2,1,2,1,2,1,1,1,2,2,9,1,1,1,9,1,9,9,9,9,2,1,1,2,9,9,2,9,1,2,2,9,2,2,2,2,1,9,2,2,1,2,1
513,ONTARIO NORTH,Ontario,1867 - 1924,14,1921.12.06,2714,c2ba6a03-5b42-417d-b4b6-602d6b34ab0d,"HALBERT, Robert Henry",3919,0.5096,United Farmers of Ontario,Farmer,Protestant,0,2,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,9,2,9,9,9,1,2,1,2,2,9,9,9,9,1,2,2,1,1,1,1,1,9,1,9,9,2,1,2,1,2,2,1,2,1,2,2,1,9,2,9,9,1,1,2,9,9,2,1,2,1,1,1,1,9,9,9,9,2,1,2,1,9,2,2,2,2,1,9,9,2,1,9,9
328,KENT,Ontario,1914 - 1966,14,1921.12.06-1922.01.03,2739,c48c0c69-936b-4de8-94f5-4eaa16ad3ee5,"MCCOIG, Archibald Blake",11093,0.4702,Liberal Party of Canada,"Agent, farmer",Protestant,0,4,,,,,,,,,,Resignation. Called to the Senate: 1922.01.03,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
30,BATTLE RIVER,Alberta,1914 - 1952,14,1921.12.06,2753,c59fd096-6883-4701-81c3-6f45cd624771,"SPENCER, Henry Elvins",12247,0.7968,Progressive,"Farmer, printer, publisher",Protestant,0,1,,,,,,,,,England,,,,2,1,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,2,1,1,2,1,2,9,1,1,2,1,2,1,1,1,1,1,9,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,9,1,1,2,1,2,1,1,2,1,2,2,1,2,9,1,2,2,1,2,2,2,2,1,1,9,1,1,2,1
187,DURHAM,Ontario,1903 - 1966,14,1921.12.06,2759,c61f7227-e070-4bee-8ddb-338d2405a4e0,"BOWEN, Fred William",5106,0.409,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,1,2,2,2,1,2,9,1,1,1,2,2,1,1,2,2,2,2,1,2,9,2,9,9,9,2,2,2,1,9,9,9,9,9,9,2,1,1,2,2,2,2,2,2,1,9,1,9,2,9,9,2,2,9,9,9,9,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,9,1,2,9,2,1,1,2,2,2,2,1
45,BERTHIER,Quebec,1867 - 1924,14,1921.12.06,2769,c69cdaf8-e0f0-4832-80f2-b1790e333990,"GERVAIS, Theodore",4910,0.6525,Liberal Party of Canada,Physician,Fr.Catholic,1,2,,,,,,,,,,,,,2,9,2,1,2,1,9,9,1,9,9,9,2,2,2,9,1,1,9,9,2,1,9,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,9,1,2,9,2,1,2,1,2,2,1,1,9,2,2,9,9,2,9,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,2,2,9,2,1,1,2
323,KAMOURASKA,Quebec,1867 - 1976,14,1922.05.15,2786,c7877003-a7b3-48bd-96df-1091b52e294b,"BOUCHARD, Georges Joseph",accl.,,Liberal Party of Canada,"Agrologist, teacher",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,9,1,2,1,1,2,2,2,2,2,1,2,2,9,9,9,2,1,2,1,2,1,2,2,2,2,2,1,9,9,2,9,1,2,2,2,1,2,9,2,2,1,1,1,9,2,9,9,2,2,2,1,2,1,2,1,9,2,9,2,1,1,9,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
487,NIPISSING,Ontario,1892 - 2003,14,1921.12.06,2788,c79f8b15-291f-4d63-9bbb-62940ee95419,"LAPIERRE, Edmond Anthony",9886,0.5271,Liberal Party of Canada,Sales representative,Fr.Catholic,1,1,,,,,,,,,,,,,9,2,2,1,2,1,1,1,1,2,1,9,2,2,2,9,2,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,2,9,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,9,2,1,1,1,9,2,1,2,2,9,1,1,2,2,2,2,1,1,9
173,DIGBY AND ANNAPOLIS,Nova Scotia,1914 - 1924,14,1921.12.06,2813,c98f70ce-bef0-47c3-9c0c-ac024597b103,"LOVETT, Lewis Johnstone",7388,0.5891,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,9,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,9,2,2,2,9,9,1,1,1,2,1,1,1,9,9,2,1,9,1,2,2,1,2,2,1,1,1,1,9,9,9,9,9,9
386,LAVAL--TWO MOUNTAINS,Quebec,1914 - 1949,14,1921.12.06,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ÛTHIER, Joseph-Arthur-Calixte",6040,0.6005,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,7,,,,,,,,,,,,,2,9,2,9,2,1,1,9,9,2,1,9,2,2,2,2,9,1,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,2,1,2,9,2,2,1,9,1,9,2,9,9,2,9,9,9,2,1,2,1,1,9,9,2,1,1,9,2,2,1,2,2,9,9,9,2,2,9,9,9,9,2
550,PICTOU,Nova Scotia,1867 - 1966,14,1921.12.06-1923.08.14 and 1923.09.06,2833,caf95693-3e52-4de2-93d7-a05d2dbc295f,"MACDONALD, Hon. Edward Mortimer",11125,0.5573,Liberal Party of Canada,Lawyer,Protestant,0,4,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1923.08.14,,,2,2,2,2,2,1,9,1,9,2,1,9,2,2,2,2,2,9,2,2,9,1,1,2,9,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,9,2,1,2,9,2,2,1,1,1,2,2,2,2,2,9,2,9,9,9,9,1,1,9,9,2,1,1,9,2,2,1,2,9,9,1,9,9,9,2,2,9,1,2
103,CALGARY WEST,Alberta,1914 - 1952,14,1921.12.06,2838,cb3a3acb-1eb3-4b47-8e48-6bb96babdfa8,"SHAW, Joseph Tweed",7369,0.4585,Labour,Barrister,Protestant,0,1,,,,,,,,,,,,,9,1,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,2,1,1,2,1,9,1,1,1,2,1,2,1,1,1,1,1,2,1,9,2,1,2,1,1,1,1,2,9,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,9,2,2,2,2,2,1,9,1,1,1,9,1
247,GRENVILLE,Ontario,1903 - 1924,14,1921.12.06-1921.12.27,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",4325,0.4954,Conservative (1867-1942),"Barrister, lawyer",Protestant,0,1,,,,,,,,,,Resignation. To allow Arthur Meighen to run for office: 1921.12.27,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
822,WINNIPEG NORTH,Manitoba,1914 - 1997,14,1921.12.06-1923.09.11 and 1923.10.24,2877,ce0103bc-2dd6-4378-874c-1eb8fb25e523,"MCMURRAY, Hon. Edward James",3809,0.3623,Liberal Party of Canada,Barrister,Protestant,0,1,,1,,,,,,,,Resignation. Appointed Solicitor General of Canada: 1923.09.11,,,9,1,2,1,2,1,1,1,1,2,1,9,2,2,2,2,2,1,2,9,9,1,9,2,1,2,1,9,9,2,2,1,2,1,2,2,2,2,9,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,9,2,1,1,2,1,2,9,1,2,1,9,9,1,1,2,2,1,2,2,9,9,9,9,9,9,9,1,9,9
364,LAMBTON WEST,Ontario,1882 - 1966,14,1921.12.06,2880,ce3c1e6c-96eb-4400-9f81-f19c5bd27cc7,"LESUEUR, Richard Vryling",5715,0.3741,Conservative (1867-1942),Barrister,Protestant,1,1,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,2,2,9,9,9,9,9,9,9,9,1,9,9,9,2,2,2,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,9,1,1,2,9,1,9,2,9,1,9,9,9,9,2,9
396,LEVIS,Quebec,1867 - 1998,14,1921.12.06,2884,cec4f855-0c8b-4e07-a8af-9ffb781191d5,"BOURASSA, Joseph-Boutin",8787,0.687,Liberal Party of Canada,Notary,Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,2,1,1,2,2,2,2,9,1,2,2,2,1,9,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,9,9,9,2,2,1,9,1,2,2,1,9,1,2,2,2,2,9,9,2,1,9,9,9,1,9,9,9,9,9,1,1,2,2,1,2,9,1,9,9,2,2,2,9,9,9,2
247,GRENVILLE,Ontario,1903 - 1924,14,1922.01.26,2897,d02a7b53-dad0-4944-82b0-aed9054a7bc2,"MEIGHEN, Rt. Hon. Arthur",4482,0.6138,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,,,,,1,2,2,2,1,2,2,9,1,1,2,2,1,1,2,2,2,2,9,2,1,2,9,1,2,2,2,2,2,2,2,2,2,2,9,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,9,9,9,1,9,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,9,1,9,1,9,9,9,9,2,2,2,1
