Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H12S1V001,H12S1V002,H12S1V003,H12S1V004,H12S1V005,H12S1V006,H12S1V007,H12S1V008,H12S1V009,H12S1V010,H12S1V011,H12S1V012,H12S1V013,H12S1V014,H12S1V015,H12S1V016,H12S2V001,H12S2V002,H12S2V003,H12S2V004,H12S2V005,H12S2V006,H12S2V007,H12S2V008,H12S2V009,H12S2V010,H12S2V011,H12S2V012,H12S2V013,H12S2V014,H12S2V015,H12S2V016,H12S2V017,H12S2V018,H12S2V019,H12S2V020,H12S2V021,H12S2V022,H12S2V023,H12S2V024,H12S2V025,H12S2V026,H12S2V027,H12S2V028,H12S2V029,H12S2V030,H12S2V031,H12S2V032,H12S2V033,H12S2V034,H12S2V035,H12S2V036,H12S2V037,H12S2V038,H12S2V039,H12S2V040,H12S2V041,H12S2V042,H12S2V043,H12S2V044,H12S2V045,H12S2V046,H12S2V047,H12S3V001,H12S3V002,H12S3V003,H12S3V004,H12S3V005,H12S3V006,H12S3V007,H12S3V008,H12S3V009,H12S3V010,H12S3V011,H12S3V012,H12S3V013,H12S3V014,H12S3V015,H12S3V016,H12S5V001,H12S6V001,H12S6V002,H12S6V003,H12S6V004,H12S6V005,H12S6V006,H12S6V007,H12S6V008,H12S6V009,H12S6V010,H12S6V011,H12S6V012,H12S7V001,H12S7V002,H12S7V003,H12S7V004,H12S7V005,H12S7V006,H12S7V007,H12S7V008,H12S7V009,H12S7V010,H12S7V011,H12S7V012,H12S7V013,H12S7V014,H12S7V015,H12S7V016,H12S7V017,H12S7V018,H12S7V019,H12S7V020,H12S7V021,H12S7V022,H12S7V023,H12S7V024,H12S7V025,H12S7V026,H12S7V027,H12S7V028,H12S7V029
340,KINGSTON,Ontario,1867 - 1924,12,1911.09.21,2350,a83f8a69-ff76-4167-8161-88d909e75a9c,"NICKLE, William Folger",2322,0.5401,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,1,2,2,9,9,2,2,2,2,1,2,2,9,2,2,2,2,2,2,1,9,2,2,1,1,9,9,9,9,1,1,1,2,2,9,1,2,1,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,2,2,2,2,9,1,9,2,2,9,2,9,1,2,2,9,1,1,1,9,1,1,9,2,1,9,9,1,1,2,9,9,9,1,2,9,9,9,2,2,1,2,2,2,1,2,1,1,2,2,9,9,9,9,9,9,9,9,2,2,9,2,1,9,9
797,WELLINGTON SOUTH,Ontario,1867 - 1966,12,1911.09.21,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hugh",3368,0.551,Liberal Party of Canada,Lawyer,Protestant,0,4,,1,,,,,,,,,,,1,2,1,1,1,9,1,1,1,1,2,9,9,9,9,9,1,2,1,1,2,9,2,1,2,9,2,2,9,2,2,9,2,9,9,9,2,9,2,2,1,1,1,1,2,2,2,2,9,9,1,1,1,9,1,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,1,9,9,9,9,9,9,2,2,2,2,1,1,1,1,9,1,9,9,9,1,1,1,2,1,9,9,1,2,1,9,2
186,DUNDAS,Ontario,1867 - 1924,12,1911.09.21,2373,a9a07775-2146-42b3-aa62-6541588c9dd9,"BRODER, Andrew",2262,0.583,Conservative (1867-1942),"Farmer, merchant",Protestant,0,5,,,,,,,,,,,,,2,9,9,2,2,2,2,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,9,1,1,9,9,9,2,9,1,2,1,1,2,2,2,2,1,9,9,9,1,2,9,9,9,9,2,1,9,9,2,2,1,9,1,2,2,2,2,2,1,2,9,2,2,9,9,9,9,9,9,2,9,9,9,2,9,1,9,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
548,PETERBOROUGH EAST,Ontario,1867 - 1924,12,1911.09.21,2417,ad0451f8-201a-48c3-839d-97e0eb97bd10,"SEXSMITH, John Albert",1992,0.5874,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,,,,9,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,9,2,2,2,9,1,1,2,2,2,2,1,2,2,2,9,2,9,1,2,2,2,1,2,1,1,9,9,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1
647,ST. LAWRENCE,Quebec,1892 - 1914,12,1911.09.21,2437,aed4afa9-170f-440a-beaa-a13c1ef3b1b6,"BICKERDIKE, Robert",4469,0.5418,Liberal Party of Canada,Businessman,Protestant,0,4,,,,,,,,,,,,,1,9,1,9,9,1,9,9,9,9,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,9,9,9,1,9,9,9,9,9,9,1,9,9,9,2,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
599,RENFREW NORTH,Ontario,1867 - 1972,12,1911.09.21,2439,af025269-a729-423f-9f43-6c05bf11a767,"WHITE, Gerald Verner",2573,0.5798,Conservative (1867-1942),Mining engineer,Protestant,0,3,,,,,,,,,,,,,2,1,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,9,2,2,1,1,1,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,2,2,9,2,9,1,9,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,12,1911.09.21,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",3855,0.538,Liberal Party of Canada,"Lumber merchant, manufacturer, merchant",Catholic,0,4,,,,,,,,,,,,,1,2,1,1,1,9,9,9,9,1,2,1,1,1,1,1,1,2,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,2,2,1,1,1,1,2,2,2,2,9,9,9,9,9,9,1,2,9,1,1,1,2,2,2,1,9,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,1,1,9,9,1,1,1,9,2,1,1,2,1,2,2,1,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9
216,ESSEX SOUTH,Ontario,1882 - 1966,12,1911.09.21,2457,b02b1df3-ac36-4951-8ffe-b33051e3f142,"CLARKE, Alfred Henry",2946,0.5177,Liberal Party of Canada,Lawyer,Protestant,0,3,,,,,,,,,,,,,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
181,DORCHESTER,Quebec,1867 - 1966,12,1911.09.21-1917.01.07 and 1917.01.27,2468,b0edd394-be09-4802-a331-f038c5b25ced,"SEVIGNY, Hon. Joseph Pierre Albert",2506,0.5366,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1917.01.07,,,2,9,9,2,2,2,2,2,2,1,2,9,9,9,1,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,9,9,2,9,2,2,9,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,2,2,1,2,1,1,2,2,1,9,2,1,1,1,2,1,2,2,9,9,9,9,9
758,VANCOUVER CITY,British Columbia,1903 - 1914,12,1911.09.21,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Henry Herbert",6902,0.5872,Conservative (1867-1942),"Accountant, broker, grocer",Protestant,0,1,,,,,,,,,England,,,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,1,1,1,2,2,2,1,2,1,1,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,9,2,2,2,9,2,1,9,2,2,2,2,2,2,2,2,9,2,9,2,9,2,9,2,9,2,2,1,2,9,2,2,2,2,1,2,2,2,1,9,9,1,9,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,9
485,NICOLET,Quebec,1867 - 1933,12,1911.09.21-1916.09.21,2492,b2925dc2-8db1-4078-ac23-5c61603d6eed,"LAMARCHE, Paul-Emile",2805,0.5076,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,Resignation: 1916.09.21,,,2,1,9,2,2,9,9,9,9,1,2,9,2,9,1,2,2,1,2,2,2,9,1,1,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,2,9,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,12,1911.09.21,2497,b3353817-23f7-4cc0-9364-973411f9b454,"DEMERS, Marie-Joseph",2638,0.7835,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,9,9,9,1,1,1,1,9,1,9,1,1,1,1,1,1,2,1,1,2,9,2,1,2,9,9,9,2,2,2,2,2,1,1,9,9,1,2,2,1,1,1,1,2,9,9,9,2,1,9,1,1,1,1,2,9,9,9,9,9,9,9,1,1,1,1,9,2,1,1,1,1,9,1,1,1,1,1,1,9,1,9,2,2,1,9,9,9,1,1,9,9,9,1,1,9,2,1,1,2,1,2,2,9,1,2,9,1,9,9,9,9,9,9,9,2,1,2,9,9
336,KING'S,Prince Edward Island,1892 - 1966,12,1911.09.21,2508,b443ed18-8c97-4f61-a408-a844789acb40,"HUGHES, James Joseph",2538,0.5014,Liberal Party of Canada,"Exporter, merchant, passenger agent",Catholic,0,3,,,,,,,,,,,,,9,2,1,9,9,1,1,1,1,1,2,1,1,9,2,9,9,9,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,1,1,1,1,2,9,2,2,9,1,1,9,9,9,9,9,1,9,1,1,2,2,2,1,1,1,9,1,2,1,1,1,1,1,1,1,1,1,9,1,9,1,9,2,9,1,1,1,1,9,9,9,1,9,9,9,2,2,1,1,2,9,9,9,1,9,2,2,9,9,9,9,9,2,9,9,9,9,9,9,1
409,LUNENBURG,Nova Scotia,1867 - 1924,12,1911.09.21,2531,b6009c6d-e1bf-45f1-b3ac-86c19a434c2c,"STEWART, Dugald",3645,0.5296,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,2,1,2,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,9,9,2,9,1,2,2,2,2,9,2,2,2,2,9,2,2,2,2,1,1,9,9,9,2,1,2,2,2,2,2,2,9,9,9,9,9,2,1,1,9,2,1,1,2,9,1,1,2,9,9,9,9,2,1,1,2
238,GLENGARRY,Ontario,1867 - 1914,12,1911.09.21,2561,b80420bd-8bbc-4c62-8e76-fa339cf008a9,"MCMILLAN, John Angus",2175,0.5274,Liberal Party of Canada,Furniture and appliances retailer,Catholic,0,2,,,,,,,,,,,,,1,2,1,9,1,1,1,1,9,9,2,1,1,1,9,1,9,9,1,1,2,9,2,1,2,9,9,9,9,9,2,9,2,1,9,9,2,1,2,2,1,1,1,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,9,1,1,9,9,9,9,2,9,2,9,9,2,1,9,1,9,9,9,9,9,9,9,9,9,9,2,1,1,1,1,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9
411,MACDONALD,Manitoba,1892 - 1947,12,1912.10.12- and 1913.12.13,2569,b8aeeebf-0a08-4503-a806-963b4b058e15,"MORRISON, Alexander",3534,0.5633,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,Election declared void: 1912.10.12.,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,2,2,2,1,1,1,9,9,9,9,9,9,2,9,9,1,9,9,9,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,2,9,2,2,1,1,1,2,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,1,2,9,1,1,2,9,9,9,1,2,9,9,9,9,2,9,2,2,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1
796,WELLINGTON NORTH,Ontario,1867 - 1952,12,1911.09.21,2577,b90fed37-90fb-4ddc-bfc1-44cebf451923,"CLARKE, William Aurelius",2530,0.5025,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,9,2,1,2,1,9,9,9,9,9,2,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,9,1,9,9,9,2,2,1,2,9,9,2,9,2,9,2,2,2,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,2,9,2,1,1,9
97,CALGARY,Alberta,1905 - 1914,12,1911.09.21,2579,b9296f13-96f7-4c62-a577-63a5fc91ac2f,"BENNETT, Richard Bedford",7671,0.5815,Conservative (1867-1942),"Barrister, lawyer, teacher",Protestant,0,1,,,,,,,,,,,,,2,9,9,2,9,9,9,9,9,2,1,2,2,2,2,2,9,9,2,2,1,2,2,2,1,1,1,1,1,1,9,9,1,2,9,9,9,9,9,9,2,2,2,2,1,9,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,9,2,2,9,2,9,1,9,9,2,1,9,9,9,9,9,9,2,9,9,9,1,1,2,2,2,9,1,2,9,9,9,9,2,1,2,2,2,1,9,9,1,2,2,9,9,9,1,1,1,2,1,9,9,1,9,9,9,2
675,SELKIRK,Manitoba,1871 - 1976,12,1911.09.21,2588,b9d16bd7-535c-44a7-92e1-30b35a3dc0fe,"BRADBURY, George Henry",3098,0.4884,Conservative (1867-1942),Manufacturer,Protestant,0,2,,,,,,,,,,,,,2,1,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,9,2,2,2,2,2,1,2,1,2,2,1,9,9,2,2,2,2,2,1,2,2,2,2,9,2,9,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,2,2,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
413,MACKENZIE,Saskatchewan,1905 - 1996,12,1911.09.21,2609,badb498c-470a-4b4d-ab6c-89184fc2e86a,"CASH, Edward L.",4090,0.7017,Liberal Party of Canada,Physician,Protestant,0,3,,,,,,,,,,,,,1,2,1,1,1,9,1,1,1,1,2,1,1,1,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,12,1911.09.21-1911.10.17,2612,bb362c1f-d28f-4dc6-82d8-7d44d4d02a62,"DANIEL, John Waterhouse",5491,0.5051,Conservative (1867-1942),Physician,Protestant,0,4,,,,,,,,,,Resignation: 1911.10.17,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
464,MOOSE JAW,Saskatchewan,1907 - 1952,12,1911.09.21,2625,bc5b264d-4314-4d09-bb1d-6aa30c84ccce,"KNOWLES, William Erskine",8285,0.5819,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,3,,,,,,,,,,,,,1,2,1,1,9,9,1,1,1,1,2,1,1,1,2,1,9,9,1,1,2,1,9,9,9,9,9,9,9,9,2,2,2,1,9,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,2,1,9,9,9,1,9,2,1,2,1,9,9,1,9,9,9,9,1,9,9,9,9,2,9,9,9,9,9,9,9
487,NIPISSING,Ontario,1892 - 2003,12,1911.11.08,2639,bd9df755-dfce-42dc-9ebb-55306d610edc,"COCHRANE, Hon. Francis",accl.,,Conservative (1867-1942),Merchant,Protestant,0,1,,1,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,9,9,1,9,9,9,9,1,2,1,1,2,2,2,2,1,1,1,9,9,2,2,2,2,2,2,1,9,1,2,2,1,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,9
639,ST. JAMES,Quebec,1892 - 1947,12,1911.09.21,2656,beeb4a2e-e3b4-4514-b3ce-d5a197b2908e,"LAPOINTE, Louis-Audet",4653,0.5941,Liberal Party of Canada,"Liquor merchant, wholesaler",Fr.Catholic,1,1,,,,,,,,,,,,,9,2,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,2,9,9,2,9,1,1,2,9,9,9,9,9,9,9,9,9,1,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,9,1,1,1,9,9,9,1,9,1,9,9,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,2,1,1,2,1,2,2,9,1,2,2,1,9,9,9,9,9,1,1,2,1,2,9,9
287,HOCHELAGA,Quebec,1867 - 1978,12,1915.10.15,2686,c0fd79c6-f868-47b3-b0b0-8b0d2d9e68f4,"PATENAUDE, Hon. Esioff Leon",accl.,,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,1,1,2,9,9,2,1,2,9,2,2,2,2,9,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
778,VICTORIA,Ontario,1903 - 1966,12,1911.09.21-1911.10.09 and 1911.10.27,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Hon. Samuel",4001,0.5965,Liberal-Conservative,"Editor, teacher",Protestant,0,6,,1,,,,,,,,Resignation. Appointed Minister of Militia and Defense: 1911.10.09,,,2,1,2,2,9,9,9,2,2,2,1,9,9,9,2,2,2,2,2,2,1,2,2,2,1,1,1,9,9,1,1,1,1,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,9,9,2,9,9,9,2,1,2,9,9,9,9,9,9,2,2,2,2,9,1,2,2,2,2,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,2,1,1,9,2,9,1,9,9,9,9,9,9,9,9,1,2,1,1,1
331,KENT WEST,Ontario,1903 - 1914,12,1911.09.21,2739,c48c0c69-936b-4de8-94f5-4eaa16ad3ee5,"MCCOIG, Archibald Blake",3671,0.5045,Liberal Party of Canada,"Agent, farmer",Protestant,0,2,,,,,,,,,,,,,1,9,1,1,1,9,1,1,1,1,2,9,9,9,1,9,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,9,1,9,2,1,2,2,1,1,1,1,2,9,2,2,9,9,9,9,9,9,1,2,1,9,9,9,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,9,1,1,1,9,9,1,9,9,1,1,9,9,9,1,1,9,1,9,9,1,9,2,1,1,1,1,2,1,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9
12,ANNAPOLIS,Nova Scotia,1867 - 1914,12,1911.09.21,2758,c5d18304-9c3e-4951-b113-cae143f53847,"DAVIDSON, Avard Longley",2131,0.5015,Conservative (1867-1942),"Lawyer, solicitor",Protestant,0,1,,,,,,,,,,,,,2,1,2,2,2,2,9,9,9,2,1,2,2,2,2,9,2,2,2,2,1,9,2,2,1,1,1,9,9,1,1,1,1,9,9,9,1,2,1,1,2,2,2,2,1,9,9,9,1,2,9,9,9,2,9,1,9,9,9,9,9,9,9,9,2,9,9,9,1,2,2,9,2,9,9,9,9,9,9,2,9,9,2,1,1,9,2,9,2,1,2,2,9,2,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
305,HURON WEST,Ontario,1882 - 1914,12,1911.09.21,2770,c69d366d-3fa2-4c8f-9137-87a4374b0a6e,"LEWIS, Edward Norman",2024,0.5226,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,2,9,9,2,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,9,9,1,1,1,9,9,2,9,2,1,1,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,9,9,2,2,9,9,9,2,9,2,9,2,1,2,2,9,2,2,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,2,2,2,1,2,1,1,9,2,9,1,2,9,9,9,9,1,2,2,1,2,1,1,1
686,SIMCOE NORTH,Ontario,1867 - ,12,1911.09.21,2771,c6a7be07-ee5a-43aa-83c1-224904a145c3,"CURRIE, John Alister",2648,0.5168,Conservative (1867-1942),"Author, ironworker, journalist, manager",Protestant,0,2,,,,,,,,,,,,,2,1,2,9,9,9,9,9,9,2,1,9,9,9,2,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,9,9,2,2,9,9,9,1,1,2,2,2,2,1,1,9,9,1,2,9,2,2,2,2,1,2,1,9,9,1,1,9,9,2,9,9,9,9,2,9,2,2,2,2,2,2,2,2,9,9,2,9,1,1,2,9,2,9,1,2,2,9,9,2,9,9,2,2,2,1,2,1,1,2,2,9,1,2,9,9,9,9,9,9,9,9,2,1,9,1
425,MASKINONGE,Quebec,1867 - 1924,12,1911.09.21,2773,c6ca0bf4-4915-465a-b813-1c88fad5a98d,"BELLEMARE, Adelard",1507,0.5188,Independent Conservative,Teacher,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,2,9,9,9,9,1,2,9,9,2,1,2,2,2,2,2,2,9,1,2,2,9,9,9,9,9,9,9,9,2,9,9,1,2,9,9,2,2,2,2,1,9,9,9,9,2,2,2,2,2,1,2,2,9,2,2,1,1,9,2,9,9,2,9,1,2,2,2,2,2,2,2,9,2,9,2,9,2,9,9,1,2,9,9,9,9,1,9,9,9,9,9,9,1,1,1,2,1,2,2,9,2,9,1,2,9,9,9,9,9,9,2,9,9,9,9,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,12,1911.09.21-1914.12.15 ,2800,c8566d8d-ff20-4735-9ea5-d634bada984d,"MCKAY, James",3316,0.5283,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,Resignation. Appointed Judge of the Supreme Court of Saskatchewan: 1914.12.15 ,,,2,1,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,9,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
401,LONDON,Ontario,1867 - 1966,12,1911.09.21-1914.12.02,2804,c8f2be61-cd6f-43fb-a893-24d9d59c84f9,"BEATTIE, Thomas",5263,0.6109,Conservative (1867-1942),Businessman,Protestant,0,4,,,,,,,,,Ireland,Died in office: 1914.12.02,,,2,1,9,2,2,2,2,2,2,9,1,9,9,9,2,2,2,2,2,2,1,9,2,2,1,1,9,9,9,9,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,2,1,2,2,1,1,9,2,2,2,2,9,9,2,2,9,2,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
398,LINCOLN,Ontario,1903 - 1996,12,1911.09.21-1916.01.04,2822,ca1d8584-67fd-45ae-8abf-9dbac268e505,"LANCASTER, Edward Arthur",4576,0.6022,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,England,Died in office: 1916.01.04,,,2,2,2,2,2,9,9,9,2,2,1,2,2,2,2,2,2,2,2,2,1,2,9,9,9,1,1,1,1,9,1,1,1,2,2,2,1,9,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
