Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
705,STORMONT,Ontario,1867 - 1882,4,1878.09.17,1993,8f3aa528-a774-464f-be81-bd97fc36830e,"FULTON, Oscar",1082,0.5501,Liberal-Conservative,Merchant,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,9,1,1,2,9,1,9,9,2,9,2,9,1,1,9,9,2,2,2,2,1,1,9,2,1,1,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,1,9,9,1,9,9,9,9,2,9,9,9,9,9,1,1,1,1,2,2,1,2,2,2,2,1,9,2,2,1,2,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2
351,L'ISLET,Quebec,1867 - 1933,4,1878.09.17,1997,8f66ba4f-a22c-4b35-a245-d606e34fd1f1,"CASGRAIN, P.B.",687,0.5224,Liberal Party of Canada,"Author, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,2,9,1,9,1,1,1,1,1,2,1,1,1,2,2,2,9,9,2,9,1,2,2,9,1,2,1,9,9,9,1,1,1,9,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,9,1,2,9,9,9,9,1,1,1,1,1,1,9,1,1,2,1,1,2,2,2,1,1,1,2,2,9,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
686,SIMCOE NORTH,Ontario,1867 - ,4,1878.09.17,2004,8fd203dc-77f3-4258-9660-160556ef112e,"MCCARTHY, Dalton",2943,0.5043,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,Ireland,,,,1,1,2,1,9,9,9,2,2,1,2,1,9,9,9,1,2,9,1,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,9,9,9,9,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,2,1,9,9,1,1,1,2,9,2,2,2,9,9,9,9,9,1,9,9,9,9,2,9,2,2,9,9,9,9,2,2,1,1,2,2,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,4,1878.09.17,2007,902443ba-fec3-433b-9443-d0c78356b55e,"OGDEN, Alfred",936,0.548,Conservative (1867-1942),,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,9,9,9,9,9,1,2,2,2,1,9,9,9,9,1,9,1,2,1,2,2,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,9,2,2,2,2,2,2,9,1,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
721,TEMISCOUATA,Quebec,1867 - 1959,4,1878.09.17,2011,904d86d6-5bcd-4923-a593-e80fb4cdb01c,"GRANDBOIS, Paul-Etienne",1079,0.5313,Conservative (1867-1942),Physician,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,9,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,9,1,2,2,2,2,2,2,2,2,2,9,9,9,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
650,SAINT MAURICE,Quebec,1867 - 1892,4,1878.09.17,2024,9149f99a-63bc-44ec-bf6b-a1f0f2369ca2,"DESAULNIERS, Louis-Leon Lesieur",811,0.5259,Conservative (1867-1942),"Author, editor, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,9,1,2,2,2,2,2,2,1,2,2,1,1,2,9,1,1,1,2,1,9,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,9,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,9,2,2,9,9,9,9,9,9,9,9,1,2,1,2,1,2,2,2,9,9,2,2,2,2,2,2,2,9,2,2,2,2,1,9,9,2,2,2,2,2,2,9,1,9,2,2,1,2,9,9,2,2,2,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,ANTIGONISH,Nova Scotia,1867 - 1914,4,1878.09.17,2031,91b34223-231f-49fa-a1ac-54367b2f2c4f,"MCISAAC, Angus",833,0.4503,Liberal Party of Canada,Lawyer,Catholic,0,3,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,1,2,1,1,9,9,9,9,9,2,9,1,1,2,9,2,9,2,2,1,9,1,9,1,2,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,2,9,2,9,9,1,9,2,9,9,1,1,9,9,9,1,9,9,9,9,2,9,9,9,9,9,1,1,1,2,2,1,9,1,9,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
171,TWO MOUNTAINS,Quebec,1867 - 1914,4,1878.09.17,2042,925bf7fa-2631-439c-a0b7-adde0c3f78ac,"DAOUST, J.B.",797,0.9864,Conservative (1867-1942),Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,9,1,2,2,2,2,2,2,9,9,2,2,1,1,2,9,1,9,2,2,9,2,9,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,9,2,2,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,9,1,9,2,9,9,9,2,2,2,2,2,2,9,9,9,2,2,1,9,9,1,9,9,9,9,2,2,9,9,9,2,2,9,9,1,2,2,2,2,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
207,ELGIN EAST,Ontario,1867 - 1924,4,1878.09.17,2073,94bb5fd8-4bf7-4bb4-9eb3-d591fb5850eb,"ARKILL, Thomas",2168,0.5047,Liberal-Conservative,"Farmer, grain merchant",Protestant,0,1,,,,,,,,,England,,,,1,1,2,9,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,1,9,2,2,2,2,2,2,2,2,2,2,9,1,9,1,2,2,2,1,2,2,2,2,1,9,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
18,ARGENTEUIL,Quebec,1867 - 1947,4,1880.02.12- and 1881.08.17,2081,959f168d-f7ee-466d-b436-7b270c318fe1,"ABBOTT, John Joseph Caldwell",936,0.5186,Liberal-Conservative,"Dean, lawyer",Protestant,0,4,,,,,,,,,,Election declared void (1880.02.12),,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,2,1,2,9,1,9,2,2,2,2,2,2,1,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,2,2,2,9,1,9,2,9,9,2,9,9,2,2,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
687,SIMCOE SOUTH,Ontario,1867 - 1924,4,1878.09.17-1881.12.31,2084,95ad4441-de59-4dd4-bc9a-09a791b4802c,"LITTLE, William Carruthers",1137,0.621,Liberal-Conservative,Farmer,Protestant,0,4,,,,,,,,,England,Died in office: 1881.12.31,,,1,1,2,9,2,2,2,2,2,1,1,1,1,2,1,1,9,9,1,1,2,9,1,2,9,1,1,9,9,9,2,2,2,1,1,2,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,1,2,2,2,2,2,2,9,9,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
529,OXFORD NORTH,Ontario,1867 - 1933,4,1880.12.09,2105,96d9a145-4e36-4be8-93a6-ca5a9c37ab45,"SUTHERLAND, James",1835,0.5561,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,9,9,2,1,9,9,9,1,2,2,9,1,9,2,9,1,1,1,1,1,2,9,1,1,2,9,1,1,1,2,2,9,9,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,4,1878.09.17,2122,9864058f-4f50-4c03-b279-8394f6e1af29,"IVES, William Bullock",1684,0.6117,Conservative (1867-1942),"Businessman, lawyer",Protestant,0,1,,,,,,,,,,,,,1,1,2,9,9,9,9,2,2,1,1,1,9,9,9,9,9,9,1,9,9,2,1,2,1,9,1,2,2,2,2,2,9,1,1,9,2,1,2,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,1,9,9,2,9,2,9,2,2,9,9,9,9,9,9,9,9,2,2,1,2,2,9,9,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
122,CARLETON,New Brunswick,1867 - 1914,4,1878.09.17-1881.02.15,2124,98a63b0c-42b0-4fc1-8d33-4c7fc4dc164f,"CONNELL, George H.",1766,0.5496,Independent,Merchant,Protestant,0,1,,,,,,,,,,Died in office: 1881.02.15,,,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,9,9,1,1,9,9,9,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
131,CHAMPLAIN,Quebec,1867 - 2003,4,1878.09.17,2125,98a7e8f3-9a89-4f06-a046-7872a8b296da,"MONTPLAISIR, Hippolyte",1673,0.7605,Liberal-Conservative,Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,9,1,2,2,9,1,9,9,1,1,2,2,1,9,1,1,1,1,1,1,2,2,2,1,1,9,2,2,2,2,2,2,2,9,2,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,2,1,1,9,2,2,1,2,2,2,9,9,2,2,2,2,1,1,1,2,1,2,9,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
432,MEGANTIC,Quebec,1867 - 1933,4,1878.09.17,2129,98eaaded-0d73-4e7b-8f18-2866ea0e5916,"OLIVIER, Louis-Ephrem",1191,0.5748,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,1,9,1,1,1,2,1,9,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,9,9,1,1,1,9,9,2,9,9,1,2,1,2,9,1,1,2,1,1,1,1,9,9,9,9,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,RENFREW NORTH,Ontario,1867 - 1972,4,1878.09.17,2161,9b1d7a00-039b-436a-81b7-451173585a8a,"WHITE, Peter",1273,0.5805,Conservative (1867-1942),Lumber merchant,Protestant,0,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,2,2,1,1,1,1,9,9,1,1,1,2,9,2,9,1,1,2,1,1,2,2,2,1,1,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,1,2,1,9,9,9,9,1,1,2,1,2,2,2,9,9,9,9,9,2,2,2,2,9,1,9,9,9,1,2,2,2,9,2,9,2,1,1,1,2,2,2,9,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
791,WATERLOO SOUTH,Ontario,1867 - 1966,4,1878.09.17,2175,9bcf6bf6-ca57-4820-88ac-a1270776f94c,"MERNER, Samuel",1468,0.5076,Conservative (1867-1942),Blacksmith,Protestant,0,1,,,,,,,,,Switzerland,,,,1,1,2,9,9,9,9,2,2,9,2,2,9,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,9,9,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,9,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37,BEAUHARNOIS,Quebec,1867 - 1933,4,1878.09.17-1878.12.03,2180,9c583b10-7aa4-4e92-9378-600826c2ff81,"CAYLEY, Michael",879,0.8915,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,Ireland,Died in office: 1878.12.03,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
736,TORONTO CENTRE,Ontario,1872 - 1924,4,1878.09.17,2192,9cc199b7-ab05-419e-986e-6f1116ff4594,"HAY, Robert",1631,0.5884,Liberal-Conservative,Manufacturer,Protestant,0,1,,,,,,,,,Scotland,Switched to Liberal-Conservative and support of the National policy,,,1,1,2,9,9,9,9,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,2,1,1,2,1,1,2,2,2,2,2,2,2,2,9,2,2,9,9,1,1,2,1,2,2,2,2,2,2,1,9,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
832,YALE,British Columbia,1872 - 1892,4,1879.09.29,2196,9d3dc97f-27b5-4a07-9383-2285dccea1aa,"BARNARD, Francis Jones",212,0.6817,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,2,1,9,9,1,1,9,9,9,2,2,2,1,1,2,1,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,1,2,1,2,1,1,9,1,9,9,2,2,9,2,9,9,9,9,9,2,2,1,9,9,9,9,9,1,9,2,2,9,9,9,2,2,9,9,2,2,9,9,2,2,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
266,HALTON,Ontario,1867 - 1987,4,1878.09.17,2214,9f008973-a7c3-4916-b58f-b03be92907c7,"MCDOUGALL, William",1708,0.5026,Liberal-Conservative,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,9,2,9,2,2,2,9,2,2,1,1,1,2,1,9,2,2,1,9,9,9,1,9,9,1,1,2,2,2,2,9,2,1,1,2,2,2,2,9,1,2,2,9,2,2,2,2,2,9,2,2,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,9,2,1,9,1,9,1,2,2,9,2,2,9,9,1,1,1,2,1,9,2,9,9,9,2,9,2,9,2,2,2,2,2,2,1,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2
181,DORCHESTER,Quebec,1867 - 1966,4,1878.09.17,2221,9f5a3365-aa92-486c-96b6-15dff25eca08,"ROULEAU, Fortunat",1081,0.7491,Liberal-Conservative,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,9,1,2,1,9,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,9,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,1,1,9,9,2,2,2,2,2,2,1,1,9,2,2,1,1,1,2,2,2,2,2,2,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
138,CHARLOTTE,New Brunswick,1867 - 1966,4,1878.09.17,2222,9f5b8f3e-a5e3-4e38-8fa7-f36c56d10856,"GILLMOR, Arthur H., jun.",1522,0.5424,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,2,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,2,2,2,1,1,2,9,1,1,2,9,1,2,2,1,9,2,2,9,9,9,1,1,1,2,2,1,2,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,2,2,2,2,2,9,1,1,9,2,1,1,1,1,9,9,1,1,1,9,9,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,MONTMAGNY,Quebec,1867 - 1933,4,1878.09.17,2236,a05b4fe4-a889-4fae-9cf8-d1779362e0ac,"LANDRY, Auguste-C.P.R.",784,0.5124,Conservative (1867-1942),"Author, editor, farmer",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,9,1,1,2,2,1,2,1,1,1,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,9,1,2,2,1,2,2,2,2,2,2,9,9,1,1,2,1,2,2,2,2,2,2,1,1,9,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8,ALGOMA,Ontario,1867 - 1903,4,1878.09.17,2245,a117da63-2122-45b2-be3b-4dcd6cdfd045,"DAWSON, Simon James",885,0.6484,Conservative (1867-1942),"Civil engineer, land surveyor",Catholic,0,1,,,,,,,,,Scotland,,,,1,1,2,9,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,2,2,1,1,9,9,9,2,9,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,1,2,9,1,9,9,9,2,2,2,2,9,2,2,2,9,2,9,9,9,9,9,9,9,2,2,9,1,2,2,2,9,9,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
684,SHERBROOKE (TOWN OF),Quebec,,4,1878.09.17,2247,a128e4f4-8efa-4f05-aa39-730097885289,"BROOKS, Edward T.",accl.,,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,1,1,2,2,1,9,2,9,1,1,1,9,9,9,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,9,9,2,9,1,9,2,2,1,2,2,2,2,9,9,9,9,2,9,9,9,2,1,2,2,2,2,2,9,2,2,2,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
311,INVERNESS,Nova Scotia,1867 - 1933,4,1878.09.17,2248,a13855e8-bc22-450c-bfac-16416bb2de2a,"MCDONNELL, Samuel",1284,0.4015,Liberal Party of Canada,Lawyer,Catholic,0,3,,,,,,,,,,,,,2,2,1,9,9,9,9,1,1,1,2,2,9,1,9,9,9,9,2,9,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,2,2,2,9,1,9,9,9,1,1,1,1,9,9,9,9,9,9,9,2,9,9,9,9,1,9,1,1,9,2,9,9,9,1,2,2,1,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
186,DUNDAS,Ontario,1867 - 1924,4,1878.09.17,2317,a5e87923-b891-4ef7-98c9-9f7db9c9c3a7,"ROSS, John Sylvester",1727,0.5273,Liberal-Conservative,Miller,Protestant,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,9,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,9,9,2,2,2,2,2,2,1,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,1,2,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,1,9,1,2,2,2,2,2,2,2,9,9,2,9,9,9,9,1,2,9,9,2,9,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
580,QUEBEC-CENTRE,Quebec,1867 - 1914,4,1878.09.17,2318,a5ec3e77-d525-45d0-9078-403c5a3719bc,"MALOUIN, Jacques",1001,0.5614,Independent,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,2,1,1,2,2,9,9,9,9,9,2,1,2,2,1,2,9,1,2,2,2,1,1,1,2,2,1,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,2,2,1,9,9,1,1,9,9,1,9,9,9,9,1,2,1,1,2,2,2,9,1,1,2,1,9,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
550,PICTOU,Nova Scotia,1867 - 1966,4,1881.06.18,2330,a6944562-cb8e-470b-be58-98091a2b8f27,"MCDOUGALD, John",accl.,,Liberal-Conservative,Merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
