Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H07S1V001,H07S1V002,H07S1V003,H07S1V004,H07S1V005,H07S1V006,H07S1V007,H07S1V008,H07S1V009,H07S1V010,H07S1V011,H07S1V012,H07S1V013,H07S1V014,H07S1V015,H07S1V016,H07S1V017,H07S1V018,H07S1V019,H07S1V020,H07S1V021,H07S1V022,H07S1V023,H07S1V024,H07S1V025,H07S1V026,H07S1V027,H07S1V028,H07S2V001,H07S2V002,H07S2V003,H07S2V004,H07S2V005,H07S2V006,H07S2V007,H07S2V008,H07S2V009,H07S2V010,H07S2V011,H07S2V012,H07S2V013,H07S3V001,H07S3V002,H07S3V003,H07S3V004,H07S3V005,H07S3V006,H07S3V007,H07S3V008,H07S3V009,H07S3V010,H07S3V011,H07S3V012,H07S4V001,H07S4V002,H07S4V003,H07S4V004,H07S4V005,H07S4V006,H07S4V007,H07S4V008,H07S4V009,H07S4V010,H07S4V011,H07S4V012,H07S4V013,H07S4V014,H07S4V015,H07S4V016,H07S4V017,H07S4V018,H07S4V019,H07S4V020,H07S4V021,H07S4V022,H07S4V023,H07S4V024,H07S4V025,H07S4V026,H07S4V027,H07S4V028,H07S4V029,H07S4V030,H07S4V031,H07S4V032,H07S5V001,H07S5V002,H07S5V003,H07S5V004,H07S5V005,H07S5V006,H07S5V007,H07S5V008,H07S5V009,H07S5V010,H07S5V011,H07S5V012,H07S5V013,H07S5V014,H07S5V015,H07S5V016,H07S5V017,H07S5V018,H07S5V019,H07S5V020,H07S5V021,H07S5V022,H07S6V001,H07S6V002,H07S6V003,H07S6V004,H07S6V005,H07S6V006,H07S6V007,H07S6V008,H07S6V009,H07S6V010,H07S6V011,H07S6V012,H07S6V013
280,HASTINGS WEST,Ontario,1867 - 1924,7,1891.03.05-1894.06.22 and 1894.07.04,1783,80d06b25-d3dc-44df-bed4-c4e9e66e65d5,"CORBY, Henry A.",1955,0.5507,Conservative (1867-1942),Distiller,Protestant,0,2,,,,,,,,,,Resignation: 1894.06.22,,,1,1,1,1,9,1,2,2,2,1,9,9,9,2,1,2,2,9,9,2,2,2,2,2,1,2,2,1,1,9,9,9,2,2,2,1,1,9,2,9,9,2,2,2,2,9,9,2,2,2,2,2,2,2,1,1,1,1,2,2,9,9,9,2,9,9,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
642,ST. JOHN'S,Quebec,1867 - 1892,7,1891.03.05,1784,80db8ac0-f38e-470e-a1d0-571a7e48c3a0,"BOURASSA, F.",997,0.5646,Liberal Party of Canada,Farmer,Fr.Catholic,1,7,,,,,,,,,,,,,2,2,9,9,2,2,1,9,2,2,9,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,9,2,9,9,1,1,1,1,9,9,1,1,1,1,1,1,9,2,2,2,2,9,9,1,1,1,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,9,9,9,2,2,9,9,9,9,9,9,9,2,1,1,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9
340,KINGSTON,Ontario,1867 - 1924,7,1892.01.28,1796,81591d5a-eabe-4aa1-9b55-6b3da133cf7b,"METCALFE, James H.",accl.,,Conservative (1867-1942),Unknown,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,2,9,9,2,2,2,2,2,2,2,9,1,1,1,2,2,2,1,2,2,9,2,9,9,9,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,9,9,9,2,2,1,9,9,2,2,9,2,2,9,2,9,9,9,2,2,9,9,9,9,9,2,1,1,2,1,2,1,1,9
8,ALGOMA,Ontario,1867 - 1903,7,1891.03.05,1828,83016d84-c82a-42c8-b879-59b51dbd5770,"MACDONELL, Geo. H.",2251,0.5539,Conservative (1867-1942),Contractor,Protestant,0,1,,,,,,,,,,,,,9,9,9,9,9,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,9,1,2,2,2,2,2,9,9,2,2,2,2,2,2,9,9,1,1,1,2,2,2,1,2,2,2,9,9,2,2,2,2,2,2,9,2,2,1,9,9,9,9,9,9,9,9,2,1,2,2,2,2,1,1,1,2,2,9,2,9,1,2,2,2,2,2,2,9,2,1,9,9,2,1,1,2,1,2,9,1,9
389,LEEDS NORTH AND GRENVILLE NORTH,Ontario,1867 - 1903,7,1891.03.05,1830,83196e64-b1c7-4258-a929-ba0dff500e68,"FERGUSON, Charles Frederick",1311,0.5295,Liberal-Conservative,Physician,Protestant,0,5,,,,,,,,,,,,,9,9,9,1,1,1,2,2,2,1,9,2,1,2,1,2,2,2,2,9,2,2,2,2,9,9,2,1,1,9,9,9,2,9,2,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,2,2,9,9,9,9,9,2,2,9,2,2,2,1,2,2,1,2,2,2,9,9,9,2,2,2,1,9,9,9,2,1,1,1,2,2,2,2,2,9,2,2,2,2,2,2,9,2,9,9,1,2,1,1,2,1,2,9,9,2
513,ONTARIO NORTH,Ontario,1867 - 1924,7,1891.03.05-1895.10.25,1859,858c580b-b9e1-479c-9edc-a8e172cbb671,"MADILL, Frank",2206,0.5305,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Died in office: 1895.10.25,,,1,1,1,1,1,1,2,2,1,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,9,1,1,1,2,2,9,9,2,9,2,9,9,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,9,9,1,1,9,2,2,2,9,9,2,2,2,2,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99
83,BRUCE WEST,Ontario,1882 - 1903,7,1891.03.05,1868,863dae85-4237-409d-b9d3-707934a75e0f,"ROWAND, James",2015,0.65,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,2,2,2,2,1,1,9,9,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,9,9,9,1,1,1,9,1,9,1,2,2,1,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,2,2,1,2,2,1,9,9,9,9,9,9,1,2,1,9,1,9,9,9,9,1,9,1,1,1,2,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,2,9,1,9,9
277,HASTINGS EAST,Ontario,1867 - 1924,7,1892.02.20,1888,87c17501-d622-40a8-b54a-e744773295dc,"NORTHRUP, William Barton",accl.,,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,9,9,2,2,2,1,1,9,2,9,9,2,2,2,2,1,9,2,2,2,9,2,9,2,9,1,1,1,2,2,9,9,2,2,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,1,1,2,2,9,2,9,9,2,2,2,2,2,2,9,2,9,9,9,2,1,9,9,1,2,9,1,2
36,BEAUCE,Quebec,1867 - ,7,1891.03.05,1894,8816ee26-4762-47a1-a4be-fbe96abceb05,"GODBOUT, Joseph",2313,0.558,Liberal Party of Canada,Physician,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,1,1,2,1,1,9,9,9,1,2,9,9,1,1,1,1,2,2,1,1,1,9,1,9,1,2,2,2,2,1,9,9,9,1,1,9,1,9,9,1,1,2,2,1,1,1,9,9,2,2,9,9,9,9,9,9,1,2,1,2,2,1,2,9,9,1,9,1,1,1,2,1,2,1,1,1,1,9,2,1,9,2,1,2,2,9,9,9,9,1,1
349,L'ASSOMPTION,Quebec,1867 - 1914,7,1891.03.05,1903,889d6a64-c9cf-4b8d-8391-3d199f293cbb,"GAUTHIER, Joseph",1239,0.5163,Liberal Party of Canada,"Farmer, grain merchant",Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,2,9,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
791,WATERLOO SOUTH,Ontario,1867 - 1966,7,1891.03.05,1955,8c77c740-34fa-40c3-b1c3-ffa76453fe5c,"LIVINGSTON, James",2228,0.5376,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,Scotland,,,,9,9,9,9,9,9,9,1,2,2,9,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,9,9,1,1,1,1,9,9,1,1,1,1,1,1,9,9,9,1,2,1,1,9,2,1,1,1,9,9,9,9,9,1,1,9,2,2,1,2,9,9,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,1,9,1,1,1,1,1,1,2,9,9,1,9,1,2,2,1,2,9,9,9,9
228,FRONTENAC,Ontario,1867 - 1924,7,1892.06.10,1959,8cb2715c-4a36-4d4f-9128-72773deefefb,"CALVIN, Hiram Augustus",accl.,,Independent Conservative,Businessman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,2,9,9,9,2,1,9,1,9,9,9,9,1,9,2,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,1,9
675,SELKIRK,Manitoba,1871 - 1976,7,1891.03.05-1892.10.16 and 1892.11.02,1974,8dc37d51-caf4-4f5e-b834-8a561b859da7,"DALY, Thomas Mayne",3660,0.5316,Liberal-Conservative,Lawyer,Protestant,0,2,,1,,,,,,,,Resignation. Appointed Minister of the Interior and Superintendent General of Indian Affairs: 1892.10.16,,,1,1,9,1,1,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,9,9,2,2,2,1,1,9,9,9,2,2,2,2,2,9,1,2,2,2,2,2,2,2,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,1,1,2,2,2,2,2,1,2,9,2,2,2,2,9,2,9,9,9,2,1,1,2,1,2,1,9,2
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,7,1891.03.05,1979,8e3a7ff5-89b4-4bee-a3fa-022627380dc4,"MACDONALD, Augustine Colin",2514,0.257,Conservative (1867-1942),Merchant,Protestant,0,4,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,9,9,2,2,1,2,1,2,9,2,9,2,1,1,9,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,2,1,1,1,2,1,1,2,1,2,1,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,7,1892.11.22,1982,8e8256f9-4d02-47db-ac4d-349ec7b2aea0,"CHESLEY, John",accl.,,Conservative (1867-1942),Foundryman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,9,2,2,2,9,2,9,2,1,1,9,9,2,2,2,1,2,2,2,2,2,9,2,9,2,2,2,1,9,2,1,2,2,2,9,9,2,2,9,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,9,2,2,2,2,9,9,1,1,9,2,1,9,9,9,9,9,1,2
252,GREY NORTH,Ontario,1867 - 1966,7,1891.03.05,1996,8f6078fd-cb6e-4f08-98b2-6ad5da66ceb7,"MASSON, James",2511,0.5259,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,9,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,9,9,2,2,2,1,1,9,2,9,2,9,9,9,9,9,9,2,2,2,2,2,2,2,1,1,1,1,2,2,9,9,9,9,9,9,9,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,9,2,1,1,1,2,2,2,2,2,9,2,2,2,2,2,2,1,9,9,1,9,2,1,1,2,1,2,1,9,9
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,7,1891.03.05,2003,8fbbabdb-9f9a-4894-a8c5-d58b547478bd,"MCLEOD, Ezekiel",2649,0.5622,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,9,9,2,2,2,1,2,2,1,2,1,2,2,9,9,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,9,2,9,2,9,9,9,9,2,2,2,9,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,2,2,2,2,9,9,2,2,2,2,2,9,2,9,9,9,2,1,9,9,1,2,1,1,9
686,SIMCOE NORTH,Ontario,1867 - ,7,1891.03.05,2004,8fd203dc-77f3-4258-9660-160556ef112e,"MCCARTHY, Dalton",2417,0.5326,Independent,Lawyer,Protestant,0,5,,,,,,,,,Ireland,,,,1,1,9,1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,1,2,2,9,9,2,1,9,9,2,1,1,9,1,1,9,2,1,1,1,9,9,1,2,1,1,1,1,9,9,9,1,2,2,9,1,9,9,9,9,9,9,9,9,1,1,1,1,2,2,1,2,2,1,9,2,9,9,9,9,9,9,2,2,1,1,1,9,9,1,9,2,9,9,9,1,9,1,1,9,1,9,1,9,9,9,1,2,1,9,2,1,2,2,1
513,ONTARIO NORTH,Ontario,1867 - 1924,7,1895.12.12,2008,90363453-ab34-466c-9b6d-50528b86a046,"MCGILLIVRAY, John Alexander",accl.,,Liberal-Conservative,"Farmer, lawyer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,9,2,2,9,9,1,2,9,9,9
737,TORONTO EAST,Ontario,1867 - 1933,7,1891.03.05,2009,90396715-4a0b-44da-a3b6-a1fbe0856c6b,"COATSWORTH, Emerson Jr.",3520,0.6313,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,9,1,9,2,2,1,1,2,1,2,1,2,2,2,9,2,2,2,2,2,1,2,2,1,9,9,9,9,2,2,2,1,1,2,9,9,9,2,2,2,2,9,9,2,2,2,9,2,9,2,9,1,1,1,2,9,2,1,2,9,9,9,9,2,2,9,9,9,9,9,2,2,1,9,9,2,2,2,2,2,2,2,1,2,2,2,9,9,2,2,2,2,9,2,2,1,2,2,2,2,2,2,1,2,9,9,1,2,1,1,2,9,9,9,9,2
721,TEMISCOUATA,Quebec,1867 - 1959,7,1891.03.05,2011,904d86d6-5bcd-4923-a593-e80fb4cdb01c,"GRANDBOIS, P.E.",1813,0.5289,Conservative (1867-1942),Physician,Fr.Catholic,1,4,,,,,,,,,,,,,9,9,9,9,9,9,9,2,2,1,2,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,9,9,9,9,2,2,2,2,9,9,2,2,2,2,2,2,2,1,1,2,1,9,9,9,9,9,2,9,2,2,2,2,9,2,2,2,1,1,2,1,2,2,2,1,2,2,9,9,2,1,9,2,2,2,1,1,1,2,2,2,2,2,1,9,2,2,2,2,2,9,2,9,1,1,2,1,1,2,1,2,1,1,9
171,TWO MOUNTAINS,Quebec,1867 - 1914,7,1891.03.05-1891.12.28 ,2042,925bf7fa-2631-439c-a0b7-adde0c3f78ac,"DAOUST, J. Bte.",1158,0.5707,Conservative (1867-1942),Farmer,Fr.Catholic,1,6,,,,,,,,,,Died in office: 1891.12.28 ,,,1,1,1,1,9,1,2,2,9,1,1,2,9,2,1,2,2,2,9,2,9,2,2,9,1,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,7,1891.03.05,2051,9333c378-ac8b-4f17-aaa3-aa7e73cab8ea,"PERRY, Stanislaus Francis",3182,0.2646,Liberal Party of Canada,Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,9,1,9,1,2,2,9,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,2,2,1,9,1,1,1,2,1,1,1,1,1,1,9,2,2,2,2,1,2,2,1,2,1,1,9,9
157,COMPTON,Quebec,1867 - 1947,7,1891.03.05,2064,942db9f5-0c5f-4488-a4f6-5431aa441a57,"POPE, Rufus H.",2004,0.6812,Conservative (1867-1942),"Breeder, farmer",Protestant,0,2,,,,,,,,,,,,,1,1,9,1,1,1,2,9,2,1,9,2,9,2,1,2,2,2,2,9,9,9,2,2,9,2,2,1,9,2,9,9,2,2,2,1,1,9,9,9,9,2,2,1,2,9,1,2,9,9,9,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,1,9,2,1,2,2,2,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,9,9,2,9,9,1,9,9,2,1,9,9,9,9,9,9,9
574,PROVENCHER,Manitoba,1871 - ,7,1891.03.05,2085,95ad46ae-f05b-4325-8d8e-c426630390df,"LARIVIeRE, Alphonse A.C.",accl.,,Conservative (1867-1942),"Correspondent, editor",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,9,9,1,1,2,2,9,1,1,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,9,2,2,1,1,2,2,2,2,2,2,2,2,2,1,9,9,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,1,2,1,2,2,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,1,2,9,9,1,2,1,1,9,1,2,1,1,9
550,PICTOU,Nova Scotia,1867 - 1966,7,1891.03.05,2103,96d0ba80-7fd6-4865-8545-abba4a2e357f,"TUPPER, Charles H.",3433,0.2833,Conservative (1867-1942),"Editor, lawyer",Protestant,0,3,,1,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,1,9,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,1,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,9,9,1,2,1,9,9,9,9,9,9,2
529,OXFORD NORTH,Ontario,1867 - 1933,7,1891.03.05,2105,96d9a145-4e36-4be8-93a6-ca5a9c37ab45,"SUTHERLAND, James",2544,0.7158,Liberal Party of Canada,Merchant,Protestant,0,4,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,9,1,1,1,2,1,1,1,1,9,9,1,1,1,2,2,1,2,9,1,1,2,1,9,1,2,2,1,9,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,9,2,1,2,1,1,1,9,1,1,9,1,9,1,1,1,1,1,1,2,2,1,2,2,9,1,9,9,9,9,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,9,9,2,1,2,2,1,2,1,1,9,9
684,SHERBROOKE (TOWN OF),Quebec,,7,1891.03.05-1892.12.04   and 1892.12.21,2122,9864058f-4f50-4c03-b279-8394f6e1af29,"IVES, William Bullock",1118,0.582,Conservative (1867-1942),"Businessman, lawyer",Protestant,0,4,,1,,,,,,,,Resignation. Appointed President of the Privy Council: 1892.12.04 ,,,1,1,9,1,1,1,9,9,2,1,9,9,9,2,1,2,2,9,2,2,9,2,2,2,1,2,2,1,9,2,2,9,2,9,2,1,1,9,2,9,9,2,2,2,2,2,1,2,2,2,9,2,9,2,1,1,9,1,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,9,9,2,1,2,2,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,2,1,1,2,1,2,9,1,9
455,MONTCALM,Quebec,1867 - 1914,7,1891.03.05- and 1892.03.05,2123,98831763-43b7-48e0-90c4-75da227ef940,"DUGAS, Joseph-Louis-Euclide",673,0.3696,Conservative (1867-1942),Farmer,Fr.Catholic,1,1,,,,,,,,,,Election declared void: ó,,,1,1,1,1,9,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,9,2,1,2,2,1,1,2,2,1,2,2,2,1,1,9,2,9,9,2,2,2,1,9,9,2,9,2,2,2,2,2,1,1,2,1,2,2,9,9,2,2,2,2,2,9,2,2,2,2,2,1,1,2,1,2,2,2,9,2,2,2,9,2,1,9,9,2,2,1,9,9,2,2,2,9,9,1,2,1,1,2,1,2,9,2,9,9,9,2,1,1,9,1,2,1,1,2
243,GLOUCESTER,New Brunswick,1867 - 1990,7,1891.03.05-1893.03.20 ,2127,98b224a6-ad26-411a-8a25-1d5ee9b6374e,"BURNS, K.F.",1943,0.5529,Conservative (1867-1942),"Manufacturer, merchant",Catholic,0,3,,,,,,,,,Ireland,Resignation. Called to the Senate: 1893.03.20 ,,,1,1,9,1,1,1,2,2,2,1,9,2,9,2,9,9,9,9,9,2,2,2,2,2,1,2,2,1,9,2,9,9,9,2,2,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
538,PEEL,Ontario,1867 - 1966,7,1891.03.05- and 1892.02.11,2149,9a0e0eb2-8989-475f-9d4b-4a18635512d0,"FEATHERSTON, Joseph",1667,0.5082,Liberal Party of Canada,"Breeder, farmer",Protestant,0,1,,,,,,,,,,Election declared void: ó,,,2,2,2,2,9,2,9,1,2,2,9,1,1,1,2,1,1,1,9,1,1,1,1,9,9,2,1,2,2,1,1,2,1,1,1,2,2,1,2,9,9,1,1,1,1,9,9,1,1,1,9,1,9,1,2,2,1,2,1,9,9,2,1,1,9,9,9,9,1,1,1,1,1,2,9,9,9,2,9,9,9,9,9,9,9,1,2,2,1,9,9,9,2,2,1,1,1,1,9,9,1,1,1,1,1,9,9,1,2,9,2,1,2,2,1,2,9,9,1,1
29,BAGOT,Quebec,1867 - 1933,7,1891.03.05,2152,9a7d364b-8ad2-4c3d-b1bf-7a4a4ee73372,"DUPONT, F.",1582,0.5085,Conservative (1867-1942),Notary,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,9,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,9,2,2,1,2,2,2,2,1,1,1,2,9,2,9,2,2,2,9,1,9,1,9,9,2,1,1,9,2,1,9,2,1,2,1,1,9
599,RENFREW NORTH,Ontario,1867 - 1972,7,1891.03.05,2161,9b1d7a00-039b-436a-81b7-451173585a8a,"WHITE, Peter",1497,0.5136,Conservative (1867-1942),Lumber merchant,Protestant,0,5,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,7,1891.03.05- and 1892.02.11 ,2181,9c6f88ae-5413-4af6-8aa3-731d778dea6f,"MARSHALL, Joseph Henry",2369,0.5169,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,Election declared void: ó,,,1,1,9,1,9,1,9,2,2,1,1,2,1,2,1,2,2,2,9,2,2,2,2,2,1,2,2,1,9,9,9,9,2,2,2,1,1,2,2,9,9,2,9,9,2,1,9,2,2,2,2,2,2,2,9,1,9,9,2,2,9,1,2,2,9,9,9,9,9,2,2,2,2,9,9,9,9,2,1,2,9,2,2,2,9,2,1,2,2,2,2,1,1,1,2,2,2,9,9,9,2,9,2,2,2,2,9,2,9,1,9,2,1,1,2,1,2,1,1,9
