Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
1242,DIGBY--ANNAPOLIS,Nova Scotia,1924 - 1933,17,1930.07.28,1408,6715abf3-8f04-4ce2-874d-869bd28d404f,"SHORT, Harry Bernard",8357,0.5023,Conservative (1867-1942),Manager,,0,3,,,,,,,,,,,,,2,2,9,9,9,2,1,2,2,1,9,9,9,9,9,9,9,2,1,2,2,9,9,9,1,2,1,2,9,9,9,9,2,9,1,2,9,9,9,1,9,9,2,9,2,9,9,2,2,1,2,9,1,9,9,1,9,1,9,9,1,9,9,9,9,9,9,9,9,2,9,9,1,1,1,1,9,2,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,1,2,9,9,9,2,1,9,2,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,2,2,1,9,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,1,1,1,9,1,2,2,1
723,TERREBONNE,Quebec,1867 - 1996,17,1930.07.28,1424,6846aa67-d7a5-49d0-9f1e-42c07427ecae,"PARENT, Etienne",8609,0.5614,Liberal Party of Canada,"Industrialist, lumber merchant",,1,1,,,,,,,,,,,,,1,1,2,1,2,9,2,1,1,2,9,9,1,2,1,9,1,9,9,9,9,2,1,2,2,1,2,1,2,1,9,9,9,9,2,1,2,1,1,9,9,9,1,2,9,1,2,2,1,2,9,9,2,2,9,2,9,2,9,9,9,2,9,2,2,9,2,2,2,2,1,2,2,2,2,2,9,1,2,9,9,9,2,1,2,9,9,2,2,9,2,2,2,9,9,2,9,1,1,2,9,1,2,1,1,1,2,9,2,2,9,9,2,2,2,1,9,1,2,9,9,9,1,9,9,9,1,1,1,2,9,9,2,1,9,1,2,2,9,2,2,2,2,9,2,9,1,1,9
423,MAPLE CREEK,Saskatchewan,1914 - 1952,17,1930.07.28,1429,687b9758-d6fa-4bca-81f4-8d2ca8b55ee2,"SWANSTON, James Beck",7772,0.4473,Conservative (1867-1942),"Farmer, surgeon",,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,9,9,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,9,2,1,1,1,2,1,2,2,1,2,2,1,9,2,9,9,9,1,2,1,2,2,1,9,9,9,1,1,1,1,2,2,9,9,1,1,1,1,9,2,1,1,9,9,2,2,1,9,1,1,1,9,1,1,9,1,1,2,9,2,2,1,1,2,1,2,2,2,1,1,1,1,9,1,1,2,9,2,1,1,1,1,9,2,2,2,1,9,9,2,1,1,9,9,9,9,9,2,1,1,1,9,1,1,1,9,9,1,2,2,9
164,CUMBERLAND,Nova Scotia,1867 - 1966,17,1930.07.28,1448,6992647b-0a25-401b-95c9-7607bb3775e9,"SMITH, Robert Knowlton",8854,0.5447,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,2,2,2,2,1,9,1,2,2,1,2,9,9,9,2,9,9,2,1,2,2,9,9,9,1,2,9,9,1,9,9,1,2,9,9,2,1,2,2,9,9,9,9,9,9,2,9,2,2,1,2,2,9,9,9,1,2,1,2,2,1,1,1,1,1,1,9,9,9,2,2,1,1,1,9,9,9,2,1,1,9,9,2,2,1,9,9,9,1,9,1,1,9,9,9,2,9,2,9,1,1,2,1,9,2,2,1,1,1,1,1,1,1,2,9,2,1,1,1,9,9,9,2,2,1,2,9,9,9,1,2,9,2,2,1,9,1,1,2,1,1,1,1,9,1,9,2,2,1
564,PRINCE,Prince Edward Island,1903 - 1966,17,1930.07.28,1453,69d2b29f-abec-4ff0-bf0e-2a7e2bd02ddf,"MACLEAN, Alfred Edgar",8058,0.5541,Liberal Party of Canada,"Farmer, rancher, trader",,0,4,,,,,,,,,,,,,9,9,2,1,2,1,2,1,1,2,9,1,9,9,1,1,9,1,2,1,1,2,1,2,9,9,2,1,9,1,9,2,1,9,2,1,9,1,1,2,2,2,1,2,1,9,9,9,9,9,1,1,9,9,9,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,9,1,2,9,1,2,2,1,2,9,2,9,2,1,2,9,9,9,1,9,9,9,9,9,9,1,2,1,1,9,9,2,2,9,9,9,9,9,9,9,9,1,2,9,9,9,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,17,1930.07.28,1454,6a0cc440-10aa-450c-b744-e222f4ae3e9d,"LAURIN, Joseph-Georges-Philippe",22907,0.5168,Conservative (1867-1942),Notary,,1,1,,,,,,,,,,,,,2,2,2,2,1,9,9,9,9,1,9,2,2,1,2,1,9,9,9,2,2,9,9,9,9,9,9,2,1,9,9,9,9,1,9,9,9,2,2,9,1,1,2,9,9,2,9,2,2,1,9,2,9,9,9,9,2,1,9,9,9,1,9,9,9,9,9,9,9,2,2,9,9,9,9,1,9,9,9,1,2,9,2,2,1,9,9,1,1,9,1,1,9,9,9,9,1,2,9,9,9,9,9,2,2,9,9,9,9,1,9,9,9,9,9,2,1,1,1,1,9,9,2,9,9,9,2,2,1,1,9,9,2,2,1,2,9,9,9,1,9,9,9,9,1,9,2,2,9
846,YORK NORTH,Ontario,1867 - 2003,17,1930.07.28-1934.05.03,1461,6a9ca10f-22b5-4595-97f9-12b681271dda,"LENNOX, Thomas Herbert",10402,0.5073,Conservative (1867-1942),Lawyer,,0,3,,,,,,,,,,Died in office: 1934.05.03,,,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,2,2,1,9,9,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
424,MARQUETTE,Manitoba,1871 - 1976,17,1930.07.28,1466,6aec5fc3-848c-47c3-b70d-cae7c56afa99,"MULLINS, Henry Alfred",8663,0.5917,Conservative (1867-1942),"Exporter, farmer",,0,2,,,,,,,,,England,,,,2,9,2,2,1,9,9,2,2,1,9,2,2,1,2,2,9,2,1,9,9,2,2,1,1,2,1,9,9,2,9,9,2,9,9,2,1,9,2,9,9,9,9,9,2,9,1,2,2,1,9,9,9,9,9,1,9,1,9,9,1,1,1,1,1,1,1,9,9,2,2,9,1,1,1,1,9,2,1,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,1,2,9,1,9,2,1,2,2,2,1,9,1,1,9,1,1,9,9,2,1,1,1,9,9,9,2,9,1,9,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,1,1,9,1,1,2,2,1
621,ROSETOWN,Saskatchewan,1924 - 1933,17,1930.07.28,1474,6be06326-5c16-4c0b-9f3e-0764dae4556b,"LOUCKS, William John",5310,0.4273,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,9,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,9,2,1,2,2,1,1,2,9,9,9,1,2,1,2,2,9,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,9,9,9,9,1,1,9,1,9,1,1,1,1,1,9,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,9,9,9,1,1,2,2,2,2,1,2,9,2,1,1,2,1,2,2,1,2,1,9,9,1,1,9,9,9,1,1,2,2,1
769,VEGREVILLE,Alberta,1924 - 1996,17,1930.07.28,1501,6d793e44-6c06-4c2c-9d9b-b6c100053abb,"LUCHKOVICH, Michael",5510,0.5504,United Farmers of Alberta,Teacher,,0,2,,,,,,,,,United States,,,,1,2,1,9,9,1,2,1,9,2,9,1,9,2,2,9,1,2,2,1,9,1,2,2,9,9,1,2,2,1,2,2,1,1,1,1,1,1,9,1,1,2,1,9,9,2,9,1,2,2,1,1,2,1,9,2,1,1,9,9,1,2,1,1,1,1,2,9,2,1,1,2,9,2,1,1,1,1,1,1,2,9,1,2,2,9,9,9,9,1,1,1,9,2,9,1,2,1,1,9,9,9,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,9,1,9,9,2,1,1,1,1,1,9,1,1,2,9,9,9,2,1,2,2,2,2,1,1,1,9,9,2,2,9
328,KENT,Ontario,1914 - 1966,17,1930.07.28,1507,6db73a6e-5e29-42ac-ae6a-415f6ee7c3a3,"RUTHERFORD, James Warren",12179,0.5308,Liberal Party of Canada,"Physician, surgeon",,0,2,,,,,,,,,,,,,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,1,9,9,1,9,2,1,2,9,9,9,9,9,9,9,2,9,9,9,1,1,1,9,2,9,9,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,2,9,9,9,9,9,9,9,9,9
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,17,1930.07.28,1545,706d30b6-787c-40d0-aa68-81075c7ff522,"RHEAUME, Martial",7958,0.6645,Liberal Party of Canada,Butcher and meat cutter,,1,1,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,2,9,1,1,2,1,1,1,9,2,1,1,2,1,2,2,1,9,9,2,1,9,9,9,9,9,9,9,1,1,9,2,2,1,9,9,9,9,2,9,9,9,9,9,2,1,9,1,2,9,9,9,9,9,2,2,2,2,9,1,2,9,9,9,9,9,2,9,9,9,2,9,9,2,1,2,9,9,9,9,1,2,2,2,2,9,9,1,1,1,9,9,9,9,1,1,9,9,9,2,2,9,9,2,2,2,9,9,1,9,9,9,9,1,9,9,9,1,1,1,2,1,1,9,9,9,1,9,2,2,2,2,2,2,9,2,1,9,9,9
415,MACLEOD,Alberta,1907 - 1966,17,1930.07.28,1559,717ab1d6-e8dc-480c-aba9-4552f242369a,"COOTE, George Gibson",6897,0.5305,United Farmers of Alberta,"Accountant, bank manager, farmer",,0,4,,,,,,,,,,,,,1,1,1,9,2,1,2,1,9,2,9,9,9,2,9,2,1,1,2,1,9,1,1,2,1,9,9,9,2,1,2,2,1,9,1,1,2,1,1,9,9,9,9,9,9,9,9,1,9,9,1,1,2,1,1,2,1,9,1,1,2,9,9,9,9,9,9,2,2,1,1,2,2,2,9,2,1,1,1,9,2,9,1,2,2,9,9,9,9,1,9,1,2,2,9,9,2,9,1,2,2,9,9,2,1,2,1,9,2,1,2,2,9,1,1,2,1,1,2,2,9,9,2,1,1,9,1,1,9,1,1,2,1,1,2,9,9,2,2,2,2,1,1,9,9,9,2,9,2
614,RIMOUSKI,Quebec,1867 - 1980,17,1930.07.28,1561,71af9d62-c992-4c6b-a2b9-30ba0cf75966,"FISET, Sir Eugene",6257,0.5699,Liberal Party of Canada,"Person of independent means, physician, surgeon",,1,4,,,,,,,,,,,,,9,9,2,1,2,9,2,1,1,2,9,9,9,9,9,1,1,1,2,1,1,9,9,9,9,9,2,1,9,1,9,2,1,9,2,1,2,9,1,2,2,2,1,9,9,9,2,2,1,2,9,9,9,9,9,1,9,2,9,1,9,2,9,2,2,2,9,9,9,9,9,9,9,2,2,2,1,1,2,9,9,9,9,1,2,1,2,9,2,9,9,2,2,9,2,9,2,1,1,9,2,1,2,1,2,1,2,9,2,2,2,1,2,2,2,1,9,1,2,2,9,9,1,9,9,9,9,9,9,2,9,9,2,1,2,9,2,9,2,9,9,9,9,9,9,9,9,9,2
348,KOOTENAY WEST,British Columbia,1914 - 1987,17,1930.07.28,1579,7289333e-9b18-4136-9210-28bebf7b5017,"ESLING, William Kemble",7699,0.5473,Conservative (1867-1942),"Agent, newspaper publisher",,0,3,,,,,,,,,United States,,,,2,2,2,2,1,2,1,2,2,1,9,9,9,9,2,2,1,2,1,9,9,2,2,1,1,2,9,9,9,9,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,2,9,1,2,2,2,1,1,2,1,2,2,1,2,9,9,9,9,1,1,1,1,1,9,9,9,9
456,MONTMAGNY,Quebec,1867 - 1933,17,1930.07.28-1935.03.05,1593,735b7cab-4bcd-498a-9829-f83204850b81,"LAVERGNE, Armand",3857,0.5136,Conservative (1867-1942),"Editor, journalist, lawyer",,1,3,,,,,,,,,,Died in office: 1935.03.05,,,2,2,2,2,1,2,1,2,2,1,1,2,9,1,2,9,1,9,9,2,9,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,2,1,9,9,9,1,1,2,1,9,1,9,9,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
655,ST. MARY,Quebec,1892 - 1947,17,1930.07.28,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",16540,0.7306,Liberal Party of Canada,Physician,,1,5,,,,,,,,,,,,,1,1,2,1,2,9,9,9,9,9,9,9,9,2,1,9,1,9,9,9,9,2,1,2,2,1,9,1,2,9,9,9,9,9,9,9,2,9,1,2,2,2,1,9,9,9,9,9,9,9,1,2,2,2,9,9,1,2,9,9,2,2,2,2,2,2,9,2,1,9,9,2,2,9,9,9,9,9,9,9,1,9,9,9,9,2,9,2,9,1,2,2,9,9,2,9,2,1,9,9,2,9,9,1,1,1,2,2,2,2,9,9,2,2,2,9,9,1,2,2,9,9,1,9,9,9,1,9,9,2,1,1,9,9,9,1,9,9,2,2,2,9,9,9,9,1,1,1,2
353,LAKE ST. JOHN,Quebec,1924 - 1933,17,1930.07.28,1702,7a9fdcf9-1a0d-4f31-b969-865637a52986,"DUGUAY, Joseph-Leonard",8387,0.5053,Conservative (1867-1942),Dentist,,1,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,2,2,1,2,1,1,9,1,2,2,2,2,1,1,2,9,2,1,2,9,9,9,9,1,2,1,2,2,9,1,1,2,9,2,2,9,9,9,9,9,2,1,2,2,9,2,1,9,9,1,9,9,9,9,9,1,9,9,2,2,1,9,9,9,1,9,9,9,9,2,9,9,9,9,9,9,1,1,2,1,1,1,1,9,9,9,9,2,9,1,9,1,2,2,9,9,9,1,1,9,9,1,2,9,2,1,1,1,9,9,9,2,9,9,9,2,2,9,1,2,1,2,2,1,2,9,9,9,1,1,9,9,9,1,9,9,2,9
692,SOUTH BATTLEFORD,Saskatchewan,1924 - 1933,17,1930.07.28,1706,7ae29289-fb11-4e01-becc-dd3d1aa8a695,"VALLANCE, John",6664,0.4126,Liberal Party of Canada,Farmer,,0,3,,,,,,,,,Scotland,,,,1,9,1,1,2,9,9,1,1,2,9,9,9,9,1,9,1,9,9,9,9,9,9,9,2,1,9,9,2,1,9,9,9,9,9,9,2,1,1,9,2,2,9,9,9,9,9,2,1,2,1,2,9,9,9,2,1,2,9,9,2,9,9,9,9,9,2,2,9,1,1,9,9,9,9,9,9,1,2,2,9,9,2,1,9,9,9,2,2,9,2,2,2,9,9,9,2,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,1,9,9,9,1,1,1,9,9,9,9,9,9,1,9,9,9,2,2,2,9,9,2,1,1,1,2
269,HAMILTON EAST,Ontario,1903 - 2003,17,1930.07.28-1930.10.13,1708,7b31fcef-2d6f-455b-af44-a6f3da565d2d,"RENNIE, George Septimus",12893,0.6031,Conservative (1867-1942),"Coroner, physician, surgeon",,0,2,,,,,,,,,,Died in office: 1930.10.13,,,9,2,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
472,NANAIMO,British Columbia,1903 - 1962,17,1930.07.28,1711,7b7843bb-1f02-4f94-8f9f-02d7449e564e,"DICKIE, Charles Herbert",11827,0.5791,Conservative (1867-1942),"Lumberman, miner, railway employee",,0,4,,,,,,,,,,,,,2,9,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,9,9,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,9,9,9,9,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,2,2,1
294,HUMBOLDT,Saskatchewan,1905 - 1952,17,1930.07.28,1717,7bb25532-626b-400a-b613-845aa503ac26,"TOTZKE, Albert Frederick",7915,0.5648,Liberal Party of Canada,"Pharmaceutical chemist, pharmacist",,0,3,,,,,,,,,,,,,1,1,2,1,2,1,2,1,1,2,1,1,9,2,1,9,1,9,9,9,9,2,1,2,2,1,9,9,2,9,9,2,1,2,9,9,2,9,1,2,2,2,1,2,1,1,2,2,1,2,9,1,1,9,9,2,1,2,9,1,2,2,1,2,2,9,2,9,2,1,1,9,2,9,2,2,1,1,2,2,9,2,2,1,2,9,9,9,2,1,2,2,2,2,9,1,2,1,1,2,9,1,2,1,1,1,2,2,2,2,9,1,9,2,1,1,2,1,2,2,1,9,1,9,1,9,1,1,1,2,1,9,2,1,2,9,2,2,9,2,9,9,9,9,2,1,1,1,2
698,ST. BONIFACE,Manitoba,1924 - 1947,17,1930.07.28,1719,7bbf3d8c-bf7e-4a23-9a8e-a716f6c61d8d,"HOWDEN, John Power",7045,0.5173,Liberal Party of Canada,Physician,,0,3,,,,,,,,,,,,,1,9,2,1,2,9,9,1,1,2,9,1,1,2,1,1,9,1,2,9,9,2,1,2,2,1,2,9,9,1,9,9,1,9,9,1,2,9,1,9,9,9,9,9,1,9,2,2,1,2,9,9,9,9,9,2,9,2,9,9,2,2,1,2,2,2,2,9,9,2,1,9,2,2,2,2,9,1,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,2,9,1,2,1,1,1,2,9,2,2,9,1,2,9,9,1,2,1,2,9,9,9,1,9,1,1,1,1,1,2,1,2,2,1,2,1,2,2,9,2,2,2,2,9,2,1,1,1,2
76,BROME--MISSISQUOI,Quebec,1924 - 1966,17,1930.07.28,1760,7ee05af9-6443-4ba1-8021-b7ee4cf6cd21,"PICKEL, Follin Horace",8070,0.5507,Conservative (1867-1942),"Farmer, physician",,0,1,,,,,,,,,,,,,2,2,2,9,1,9,1,2,2,1,9,9,9,9,2,9,1,9,1,2,2,2,2,1,1,2,9,2,1,2,9,9,2,1,9,2,1,2,2,9,1,1,2,9,2,2,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,1,1,1,1,1,9,2,2,2,1,1,1,9,1,9,2,1,1,2,9,2,2,1,1,9,1,1,2,1,1,1,1,9,9,1,2,2,9,1,9,9,2,2,2,1,1,1,1,9,9,1,2,1,2,1,1,1,1,9,9,9,2,9,9,2,2,1,1,2,1,2,9,9,2,9,1,9,1,9,9,9,9,1,1,9,9,1
512,ONTARIO,Ontario,1924 - 1996,17,1930.07.28,1771,804da642-0e5b-4688-bee6-0d23b1bbb6dd,"MOORE, William Henry",10116,0.5119,Liberal Party of Canada,"Farmer, lawyer",,0,1,,,,,,,,,,,,,1,9,2,1,2,9,9,9,1,2,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,2,1,2,9,9,9,9,9,1,2,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,2,2,2,9,9,9,1,1,2,9,9,2,9,9,1,9,9,9,9,1,9,9,9,1,2,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,2
606,RICHELIEU,Quebec,1867 - 1933,17,1930.07.28,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Hon. Pierre-Joseph-Arthur",5644,0.6356,Liberal Party of Canada,Lawyer,,1,6,,,,,,,,,,,,,1,1,2,1,2,9,2,1,1,2,9,1,9,2,9,1,9,9,9,9,9,2,1,2,2,9,9,9,2,9,1,9,9,2,9,9,2,9,1,9,2,2,1,9,9,1,9,2,1,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,2,2,9,9,2,1,2,9,2,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,2,2,2,2,9,9,9,9,1,2,1,9,2,1,9,1,2,1,9,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,9,1,1,2
437,MELVILLE,Saskatchewan,1924 - 1966,17,1930.07.28,1806,81e9d110-f6b1-4643-a4a5-d110dba9135f,"MOTHERWELL, Hon. William Richard",6965,0.4896,Liberal Party of Canada,Farmer,,0,4,,,,,,,,,,,,,1,9,2,9,2,1,2,1,1,2,2,1,9,9,1,1,9,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,9,2,1,2,9,1,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,1,9,2,9,2,2,1,2,1,9,9,2,9,9,2,9,9,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,9,1,1,2,9,1,1,1,2,1,9,1,9,9,9,9,1,2,1,2,1,9,2,2,2,2,2,2,2,9,1,1,1,2
272,HAMILTON WEST,Ontario,1903 - 2003,17,1930.07.28,1819,82a0ae58-24bf-4bb0-a113-2935f09dc350,"BELL, Charles William",10978,0.6363,Conservative (1867-1942),"Lawyer, playwright",,0,3,,,,,,,,,,,,,9,2,2,2,1,2,9,2,2,9,9,2,9,9,9,9,1,9,1,9,9,2,2,1,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,9,9,1,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,2,1,9,9,9,9,1,9,9,9,9,9,9,9,2,9
363,LAMBTON EAST,Ontario,1882 - 1933,17,1930.07.28,1823,82df29a9-5df7-46b0-876d-149e5d5ba926,"SPROULE, John Thomas",6209,0.4944,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,9,2,1,9,9,2,2,1,1,9,9,9,1,2,2,1,9,9,1,2,1,2,2,9,1,1,2,1,9,9,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,9,2,9,9,9,1,1,1,1,9,2,1,9,2,1,2,2,1,9,1,1,1,9,1,1,9,1,9,2,1,2,2,9,9,2,1,9,2,2,1,1,1,1,9,9,1,2,1,2,1,1,1,1,2,2,2,9,1,9,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,9
82,BRUCE SOUTH,Ontario,1903 - 1933,17,1930.07.28,1848,849db630-9162-409d-b16d-51e0df9d239a,"HALL, Walter Allan",5738,0.5426,Liberal Party of Canada,Physician,,0,3,,,,,,,,,,,,,1,1,9,9,9,1,9,9,9,9,9,9,1,2,1,2,2,9,9,9,9,2,1,2,2,9,9,1,2,1,9,9,9,9,9,9,9,1,1,9,2,2,1,9,9,1,9,2,1,2,1,1,9,9,9,1,1,2,9,9,9,9,9,9,9,2,2,9,2,9,1,9,9,2,9,2,9,1,2,2,1,9,2,1,2,9,9,9,2,9,2,2,9,9,9,2,9,1,9,9,9,9,1,9,1,9,9,2,9,2,9,9,2,2,9,9,9,1,2,2,9,9,1,9,9,9,1,9,9,2,1,1,2,1,2,9,9,2,9,9,9,9,9,9,2,1,1,1,9
