Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
171,TWO MOUNTAINS,Quebec,1867 - 1914,3,1875.02.26-1876.02.11,1639,76a348b9-ca40-47d2-bd5e-1b223acbbe6c,"GLOBENSKY, Charles-Auguste-Maximilien",939,0.5369,Independent,"Author, person of independent means",Fr.Catholic,1,1,,,,,,,,,,Resignation: 1876.02.11,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
263,HALIFAX,Nova Scotia,1867 - ,3,1874.01.22,1650,7762f2ef-2319-4988-93c8-906720ce2f35,"POWER, Patrick",3186,0.4552,Independent Liberal,Merchant,Catholic,0,2,,,,,,,,,Ireland,,,,1,1,2,9,2,2,9,9,9,9,9,2,1,9,1,2,9,9,9,9,2,2,1,2,2,9,2,2,2,2,2,2,2,9,9,9,9,9,2,1,9,9,9,9,9,9,9,2,9,9,9,2,2,2,1,9,2,9,2,2,9,2,9,9,9,9,2,2,1,9,9,9,2,2,2,2,9,2,2,2,2,2,2,9,2,2,1,2,9,1,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,2,9,9,9,9,9,9,9,9,2,1,2,2,1,2
424,MARQUETTE,Manitoba,1871 - 1976,3,1874.08.25,1654,7795134e-d9e4-43bc-8e60-53e9290c6aa5,"RYAN, Joseph O'Connell",351,0.5162,Liberal Party of Canada,"Barrister, editor",Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,2,2,2,1,1,1,9,1,1,1,9,1,1,9,9,9,9,1,2,9,2,2,9,9,1,2,2,2,2,9,9,9,2,1,1,2,9,2,2,2,2,2,2,2,9,1,2,9,1,2,2,9,9,2,9,9,9,2,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,9,9,1,1,9,9,9,9,1,9,1,9,2,9,1,1,2,1,9,9,9,1,1,9,1,2,1,1,1,1,1,2,1,1,2,1
775,VICTORIA,Nova Scotia,1867 - 1903,3,1874.01.22-1874.09.29,1658,77f3ef47-b5c7-41d9-832c-8b183c0ec1d2,"ROSS, Hon. William",accl.,,Liberal Party of Canada,"Merchant, shipbuilder",Protestant,0,3,,1,,,,,,,,"Resignation. Appointed Collector of Customs at Halifax, N.S. : 1874.09.29",,,2,2,1,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
721,TEMISCOUATA,Quebec,1867 - 1959,3,1874.01.22,1726,7c3d73d6-96ef-40bb-bf36-08dd14813853,"POULIOT, Jean-Baptiste",accl.,,Liberal Party of Canada,Notary,Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,9,9,9,1,9,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,9,1,2,1,2,2,2,9,9,2,9,2,2,2,2,1,9,9,2,9,2,2,9,2,2,2,9,9,2,2,1,9,9,9,2,2,2,9,9,2,2,2,1,2,2,9,2,2,9,2,9,9,9,9,9,1,2,9,2,9,9,2,9,9,9,1,1,2,2,1,1,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9
463,MONTREAL WEST,Quebec,1867 - 1892,3,1874.01.22,1758,7ecd7faf-9b86-4d59-a9bc-4b9b7edaf19a,"MCKENZIE, Frederick",2036,0.5854,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,9,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
18,ARGENTEUIL,Quebec,1867 - 1947,3,1875.12.31,1759,7ed1e48b-8ba1-4073-89fd-3cd191edca24,"CHRISTIE, Thomas",accl.,,Liberal Party of Canada,"Physician, professor",Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,9,2,2,2,9,2,2,2,2,2,2,1,2,9,9,9,2,1,2,1,1,1,2,1,2,9,9,1,1,2,1,1,1,2,9,9,9,1,2,9,2,2,9,2,2,2,9,2,2,2,1,2,2,1,2
160,CORNWALL,Ontario,1867 - 1882,3,1874.01.22- and 1874.10.20,1773,806476a9-7550-4f3a-b701-4e296de0b665,"MACDONALD, Alexander F.",471,0.5125,Liberal Party of Canada,Railway contractor,Catholic,0,1,,,,,,,,,,Unseated on petition: „,,,2,2,1,1,2,2,1,2,9,2,1,2,1,1,9,2,1,1,1,9,9,9,9,9,9,2,2,2,1,2,2,2,2,2,1,2,2,2,9,2,2,9,9,2,2,9,1,1,2,2,2,2,2,2,1,2,9,1,9,9,9,2,2,2,2,2,1,2,1,2,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2,2,9,2,2,9,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,9,9,9,9,2,1,2,2,2,2,9,9,2,9,2,9,2,1,2,2,1,2
743,WEST TORONTO,Ontario,1867 - 1903,3,1874.01.22-1875.10.02,1782,80cc7a02-5197-4836-a5f1-d9016e5ddc2c,"MOSS, Thomas",1651,0.5341,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,Resignation. Appointed Justice of the Court of Appeal of Ontario; 1875.10.02,,,2,2,1,9,9,9,2,9,9,2,1,2,1,1,1,2,1,1,1,9,2,2,9,9,9,2,2,2,9,2,2,2,1,9,9,2,2,2,2,1,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
642,ST. JOHN'S,Quebec,1867 - 1892,3,1874.01.22,1784,80db8ac0-f38e-470e-a1d0-571a7e48c3a0,"BOURASSA, Francois",accl.,,Liberal Party of Canada,Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,2,1,2,2,9,2,1,2,2,2,1,2,1,1,1,1,1,1,9,9,2,2,1,2,2,2,1,1,1,2,1,1,2,9,9,1,1,1,2,1,9,1,2,2,2,1,2,2,1,9,2,1,2,1,1,9,9,2,2,2,2,2,2,9,2,2,9,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,9,2,1,9,2,9,2,1,1,1,2,9,9,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,9,2,9,9,9,9,2,2,1,9
188,DURHAM EAST,Ontario,1867 - 1903,3,1874.01.22,1810,8238c39c-63a2-4fbc-b0e6-b7fb6e124f49,"ROSS, Lewis",1373,0.6554,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,1,2,1,2,1,9,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,9,9,2,2,2,2,2,2,2,2,1,2,9,1,2,2,1,9,9,1,1,1,1,2,1,1,1,1,9,2,2,2,9,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,9,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,9,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9
389,LEEDS NORTH AND GRENVILLE NORTH,Ontario,1867 - 1903,3,1874.01.22- and 1874.12.16,1830,83196e64-b1c7-4258-a929-ba0dff500e68,"FERGUSON, Charles F.",918,0.539,Liberal-Conservative,Physician,Protestant,0,1,,,,,,,,,,Unseated on petition: ...,,,2,2,1,1,1,1,1,9,2,9,9,1,1,1,9,1,2,1,1,1,1,1,9,2,2,9,1,1,1,1,1,9,1,1,2,1,1,1,2,2,2,9,1,1,2,2,1,1,1,1,2,1,1,1,9,1,9,2,1,1,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,1,1,1,1,2,9,9,2,1,1,9,9,9,9,9,1,1,1,9,9,9,9,1,9,2,1,9,9,2,1,9,1,1,9,1,1,1,1,1,9,1,1,9,9,1,1,2,1
756,VANCOUVER,British Columbia,1872 - 1903,3,1874.01.22,1834,8367f9d7-6af3-43a3-aa1d-d11e632b1d95,"BUNSTER, Arthur",209,0.6333,Liberal Party of Canada,"Brewer, farmer, miller",Protestant,0,1,,,,,,,,,Ireland,,,,9,9,9,1,9,1,9,1,1,1,2,2,2,1,2,2,1,1,9,2,9,1,1,2,2,9,9,9,1,1,1,9,2,2,1,9,9,1,1,9,9,9,9,2,2,9,2,1,1,9,1,9,2,9,9,9,9,2,9,1,9,9,9,9,9,9,1,1,2,9,9,9,2,1,9,2,9,1,1,2,2,9,1,1,9,9,2,9,9,9,9,9,9,9,1,9,9,1,1,2,2,2,1,9,1,2,9,9,1,1,9,9,9,9,1,9,1,2,1,9,9,9,1,1,2,1,9
45,BERTHIER,Quebec,1867 - 1924,3,1874.01.22-1875.02.08,1847,8494d966-ed7a-4328-8c59-4c2aa976e28b,"PAQUET, Anselme Homere",accl.,,Liberal Party of Canada,"Physician, professor",Fr.Catholic,1,3,,,,,,,,,,Resignation. Called to the Senate: 1875.02.08,,,2,1,2,2,1,2,9,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
238,GLENGARRY,Ontario,1867 - 1914,3,1874.01.22-1875.05.17,1849,84a597b4-d27f-4473-8c65-7ccc5aaf5e13,"MACDONALD, Hon. Donald Alexande",1288,0.6779,Liberal Party of Canada,"Contractor, merchant",Catholic,0,3,,1,,,,,,,,Resignation. Appointed Lieutenant-Governor of Ontario: 1875.05.17,,,2,2,1,2,2,2,2,9,9,2,1,2,1,1,9,2,1,1,1,9,2,2,9,9,9,2,2,2,9,9,9,9,2,2,1,2,2,2,2,1,2,9,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
753,THREE RIVERS,Quebec,1867 - 1892,3,1874.01.22,1876,86d3344c-631c-4ea4-a726-fb933e86a9d6,"MCDOUGALL, William",451,0.7816,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,Scotland,,,,1,1,2,1,1,1,9,9,9,1,2,9,9,9,9,1,2,2,2,9,1,1,9,9,9,9,9,9,9,9,9,2,1,9,9,2,9,9,9,9,9,1,2,9,9,2,1,1,2,9,2,9,9,9,1,1,9,9,1,1,9,2,2,2,9,2,1,1,2,9,9,9,1,2,2,2,9,1,1,9,9,1,1,2,1,1,2,9,9,9,9,9,9,2,1,9,9,2,2,2,9,9,2,9,9,9,1,2,1,9,9,2,1,9,9,9,2,9,1,1,9,1,9,1,1,9,1
482,NIAGARA,Ontario,1867 - 1882,3,1874.01.22- and 1874.12.22,1877,86eba408-7367-4c7f-a788-0413572ec726,"PLUMB, Josiah Burr",336,0.5234,Conservative (1867-1942),Bank manager,Protestant,0,1,,,,,,,,,United States,Election declared void: „,,,2,2,1,1,1,1,9,1,1,2,2,1,9,9,2,1,2,2,2,9,9,9,9,9,9,2,9,9,9,9,9,2,1,1,2,1,1,1,9,9,9,1,1,1,2,2,1,1,9,2,2,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,9,9,2,9,9,1,2,1,9,1,2,1,1,2,9,1,1,9,1,1,1,1,1,1,9,2,9,1,2,1
705,STORMONT,Ontario,1867 - 1882,3,1874.01.22,1927,8a83d67d-1172-4d52-badd-45c44673b035,"ARCHIBALD, Cyril",905,0.5317,Liberal Party of Canada,Paymaster,Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,9,2,1,1,9,9,9,2,1,2,9,1,1,2,2,2,9,2,1,9,2,9,2,9,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,9,9,9,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,9,9,9,2,1,2,2,1,2
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,3,1874.01.22,1942,8b44689f-28ca-4165-8bda-304ba67fa093,"PALMER, Acalus L.",2261,0.3401,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,1,1,1,1,2,1,9,9,1,2,2,2,1,9,1,1,2,9,2,1,2,2,9,9,9,1,2,2,1,1,9,9,9,9,1,9,9,9,9,9,1,1,9,1,9,1,9,9,1,1,2,1,9,9,1,2,2,1,9,1,1,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,9,9,2,1,2,2,9,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9
783,VICTORIA NORTH,Ontario,1867 - 1903,3,1874.01.22- and 1874.12.22,1947,8bd247a6-dbe0-4faf-a764-d6b9105731c1,"MACLENNAN, James",564,0.5018,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Both Elections were  declared void,,,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,3,1874.01.22- and 1874.12.04,1965,8d14546e-6f28-4948-a45b-10ef4db74ecd,"AYLMER, Hon. Henry Jr.",1111,0.5367,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Unseated on petition: „,,,2,1,2,1,2,2,9,9,9,2,1,9,9,9,2,2,1,1,1,1,2,2,1,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,9,9,2,2,9,9,2,1,2,2,9,2,9,1,2,2,1,2,2,9,2,2,9,9,2,1,1,1,2,2,1,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,2,1,9,2,1,2,9,9,1,2,9,9,2,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,2,9,9,2,9,9,9,9,9,9,2,2,1,2
795,WELLINGTON CENTRE,Ontario,1867 - 1903,3,1874.01.22- and 1874.12.13,1971,8da892f3-48e7-494a-9a39-65add0cdca31,"ORTON, George Turner",1530,0.5081,Liberal-Conservative,Physician,Protestant,0,1,,,,,,,,,,Unseated on petition: ...,,,2,2,1,1,1,1,1,2,1,2,2,1,1,9,2,1,2,2,2,9,9,9,9,9,9,2,1,1,1,2,1,9,1,1,2,1,1,9,9,9,2,1,1,1,9,9,9,1,1,1,2,1,1,1,1,1,1,9,1,1,1,9,9,9,1,1,1,1,2,9,9,9,9,1,1,2,1,1,1,2,1,1,1,9,1,1,2,1,1,2,9,9,9,9,1,2,2,1,1,9,1,9,9,2,1,1,1,2,1,1,9,1,1,1,9,1,1,1,1,1,1,9,9,1,9,9,9
144,CHICOUTIMI--SAGUENAY,Quebec,1867 - 1924,3,1874.01.22,1990,8ef6546f-560c-49bd-b13d-bee4f1a7e3ab,"CIMON, Ernest",1145,0.6065,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,1,1,9,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,9,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,9,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,3,1874.01.22-1878.01.14 and 1978.02.05,1994,8f4704b1-7236-477d-a745-bd0d960ba2ce,"MITCHELL, Hon. Peter",1312,0.6154,Independent,"Businessman, lawyer, shipbuilder",Protestant,0,2,,,,,,,,,,Resignation: 1878.01.14,,,2,2,1,1,9,9,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,9,9,1,1,9,1,1,9,9,9,9,2,2,1,9,9,2,1,2,1,2,2,1,1,9,1,9,1,9,1,2,1,2,9,1,1,1,1,2,1,9,9,1,1,2,1,1,1,1,1,1,1,1,1,9,2,1,1,9,9,1,1,2,1,9,1,1,9,9,9,9,2,2,1,1,2,9,1,9,2,1,2,1,2,2,1,2,1,1,1,1,9,2,1,1,1,9,1,9,9,9,9,9
351,L'ISLET,Quebec,1867 - 1933,3,1874.01.22,1997,8f66ba4f-a22c-4b35-a245-d606e34fd1f1,"CASGRAIN, Philippe Baby",accl.,,Liberal Party of Canada,"Author, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,1,2,2,9,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,9,9,1,2,2,2,2,2,2,9,9,2,2,1,2,2,2,9,2,2,2,2,2,2,2,1,2,9,9,9,9,9,2,9,9,9,9,9,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,2,2,2,2,2,9,1,2,2,1,2
117,CARDWELL,Ontario,1867 - 1903,3,1876.12.14,2004,8fd203dc-77f3-4258-9660-160556ef112e,"MCCARTHY, D'Alton",accl.,,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,Ireland,,,,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,1,1,1,9,9,1,1,2,9,1,1,1,1,1,2,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,2,1,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,1,1,1,1,9,9,1,1,2,1
16,ANTIGONISH,Nova Scotia,1867 - 1914,3,1874.01.22,2031,91b34223-231f-49fa-a1ac-54367b2f2c4f,"MCISAAC, Angus",accl.,,Liberal Party of Canada,Lawyer,Catholic,0,2,,,,,,,,,,,,,2,1,2,9,2,2,9,9,2,2,1,2,1,9,1,2,1,1,1,9,9,9,1,2,2,2,9,9,1,2,2,2,2,9,9,9,9,2,9,1,9,9,9,9,2,9,2,2,2,2,2,2,2,2,1,2,9,1,2,2,2,2,2,2,9,2,2,2,1,2,9,9,2,2,2,2,2,2,2,2,2,2,9,1,2,2,9,2,9,9,9,9,9,1,2,9,9,2,2,1,2,9,2,9,2,2,9,1,2,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9
171,TWO MOUNTAINS,Quebec,1867 - 1914,3,1876.03.11,2042,925bf7fa-2631-439c-a0b7-adde0c3f78ac,"DAOUST, Jean-Baptiste",accl.,,Conservative (1867-1942),Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,9,1,1,1,1,9,1,9,1,1,9,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,9,9,2,9,9,9,2,1,2,9,9,9,2,2,9,1,1,2,9,2,1,9,1,1,1,2,1,1,1,9
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,3,1874.01.22,2051,9333c378-ac8b-4f17-aaa3-aa7e73cab8ea,"PERRY, Stanislaus Francis",1804,0.3609,Liberal Party of Canada,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,9,1,2,9,2,2,1,2,9,2,1,2,1,1,2,2,1,1,1,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,9,1,9,2,2,1,2,2,2,2,2,2,9,2,1,2,9,1,2,2,9,2,2,9,9,9,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,9,9,1,2,9,9,9,9,1,9,2,2,9,2,2,2,1,2,9,9,9,2,2,9,2,2,2,1,2,2,2,1,2,2,1,2
513,ONTARIO NORTH,Ontario,1867 - 1924,3,1876.07.05,2070,94aea2dc-2e24-4f89-9e7c-f8324809b20f,"GIBBS, William Henry",1891,0.5118,Conservative (1867-1942),"Manufacturer, produce dealer",Protestant,0,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,1,1,1,1,1,1,1,2,1,9,9,1,1,1,1,2,1,1,2,1,1,9,2,1,1,2,1,1,2,1,2,2,2,1,9,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,9,1,9,9,2,1,1,2,1
18,ARGENTEUIL,Quebec,1867 - 1947,3,1874.01.22,2081,959f168d-f7ee-466d-b436-7b270c318fe1,"ABBOTT, Hon. John Joseph Cal",731,0.5014,Liberal-Conservative,"Dean, lawyer",Protestant,0,3,,,,,,,,,,,,,9,9,9,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
687,SIMCOE SOUTH,Ontario,1867 - 1924,3,1874.01.22,2084,95ad4441-de59-4dd4-bc9a-09a791b4802c,"LITTLE, William Carruthers",accl.,,Liberal-Conservative,Farmer,Protestant,0,3,,,,,,,,,England,,,,2,2,1,9,9,9,9,9,9,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,9,9,1,1,1,2,1,2,1,9,9,1,9,9,9,2,9,9,9,1,2,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2,1,1,1,2,2,1,2,1,1,2,9,9,9,2,1,9,9,9,9,2,1,9,1,2,9,1,1,2,1,1,9,1,1,1,9,1,1,1,1,1,1,9,2,1,1,2,1
432,MEGANTIC,Quebec,1867 - 1933,3,1874.01.22,2090,95fa1342-b1b8-4523-af6e-56450f6b4d7b,"RICHARD, Edouard-Emery",1003,0.5346,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,1,1,9,9,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,9,2,9,2,2,2,2,2,2,1,2,2,2,9,9,9,9,1,2,2,2,1,2,2,9,9,2,2,2,9,1,2,9,1,2,2,9,9,2,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,2,2,2,2,9,9,9,2,1,2,2,1,9,9,9,9,2,9,9,9,9,1,9,9,9,1,2,2,2,1,2,2,9,9,2,2,9,9,2,2,9,2,2,9,9,2,2,1,2
