Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H13S1V001,H13S1V002,H13S1V003,H13S1V004,H13S1V005,H13S1V006,H13S1V007,H13S1V008,H13S1V009,H13S1V010,H13S1V011,H13S1V012,H13S1V013,H13S2V001,H13S2V002,H13S2V003,H13S2V004,H13S2V005,H13S2V006,H13S2V007,H13S2V008,H13S2V009,H13S2V010,H13S2V011,H13S2V012,H13S2V013,H13S2V014,H13S2V015,H13S2V016,H13S2V017,H13S2V018,H13S3V001,H13S3V002,H13S3V003,H13S3V004,H13S3V005,H13S3V006,H13S3V007,H13S3V008,H13S3V009,H13S3V010,H13S3V011,H13S3V012,H13S3V013,H13S3V014,H13S3V015,H13S4V001,H13S4V002,H13S4V003,H13S4V004,H13S4V005,H13S4V006,H13S4V007,H13S4V008,H13S4V009,H13S4V010,H13S4V011,H13S4V012,H13S4V013,H13S5V001,H13S5V002,H13S5V003,H13S5V004,H13S5V005,H13S5V006,H13S5V007,H13S5V008,H13S5V009,H13S5V010,H13S5V011,H13S5V012,H13S5V013,H13S5V014
131,CHAMPLAIN,Quebec,1867 - 2003,13,1917.12.17,2668,bfcd5cb3-fa89-4dc9-9a43-f7cd41753640,"DESAULNIERS, Arthur Lesieur",7095,0.9376,Laurier Liberal,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,9,1,2,9,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,9,9,1,9,1,1,1,1,2,1,1,1,9,9,9,1,1,1,1,1,2,1,1,1,1,1,9,1,9
424,MARQUETTE,Manitoba,1871 - 1976,13,1917.12.17,2674,c0217f54-28e5-4cd6-8ce3-4d47e7475495,"CRERAR, Hon. Thomas Alexander",8672,0.8827,Unionist (Liberal),"Farmer, grain merchant, managing director, teacher",Protestant,0,1,,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,9,1,2,9,9,1,2,9,9,9,9,2,9,2,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,1,2,1,1,1,1,2,2,9,1,1,1,9,1,1,2,1,2,1
778,VICTORIA,Ontario,1903 - 1966,13,1917.12.17-1921.08.24,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Hon. Sir Sam",6338,0.673,Unionist,"Editor, teacher",Protestant,0,7,,,,,,,,,,Died in office: 1921.08.24,,,2,2,1,2,2,2,2,2,2,1,9,2,9,2,1,1,1,2,2,1,1,9,2,1,9,9,9,1,1,2,2,9,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,2,9,2,2,1,2,9,2,2,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9
513,ONTARIO NORTH,Ontario,1867 - 1924,13,1919.12.09,2714,c2ba6a03-5b42-417d-b4b6-602d6b34ab0d,"HALBERT, Robert Henry",3662,0.513,Independent,Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,9,1,1,1,1,2,1,1,1,1,2,1,2,1,9,1,1,1,1,9,9,1,1
328,KENT,Ontario,1914 - 1966,13,1917.12.17,2739,c48c0c69-936b-4de8-94f5-4eaa16ad3ee5,"MCCOIG, Archibald Blake",7402,0.5397,Laurier Liberal,"Agent, farmer",Protestant,0,3,,,,,,,,,,,,,1,2,1,1,1,9,9,1,1,2,2,9,9,9,1,9,9,9,9,9,2,9,1,2,9,9,9,9,9,9,9,1,9,2,2,1,9,1,1,1,1,1,2,1,9,9,1,9,9,9,9,1,2,9,9,9,9,9,9,1,1,9,1,9,9,9,9,9,9,2,9,9,9
464,MOOSE JAW,Saskatchewan,1907 - 1952,13,1917.12.17-1921.09.21,2745,c50a19e3-39f9-41dc-ad93-47002215b3d6,"CALDER, Hon. James Alexander",8866,0.7506,Unionist,"Lawyer, teacher",Protestant,0,1,,1,,,,,,,,Resignation. Called to the Senate: 1921.09.21,,,2,2,1,2,2,9,2,2,2,1,1,2,2,2,1,1,2,2,2,1,9,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,9,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,9,2,2,1,2,2,9,2,2,1,2,9
423,MAPLE CREEK,Saskatchewan,1914 - 1952,13,1917.12.17-1921.05.20,2749,c54c19e5-b5e1-42fe-a168-fef8156db826,"MAHARG, John Archibald",accl.,,Unionist,"Farmer, rancher",Protestant,0,1,,,,,,,,,,Resignation: 1921.05.20,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,9,9,9,2,2,1,9,1,1,1,2,2,1,1,1,2,2,9,2,9,9,9,9,9,2,2,1,2,2,2,2,2,1,1,2,2,9,9,9,1,1,2,1,1,1,9,1,2,9,1,1,1,1,1,1,99,99,99,99
173,DIGBY AND ANNAPOLIS,Nova Scotia,1914 - 1924,13,1917.12.17,2758,c5d18304-9c3e-4951-b113-cae143f53847,"DAVIDSON, Avard Longley",4596,0.5489,Unionist,"Lawyer, solicitor",Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,9,1,2,2,2,1,9,9,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,9,2,2,2,2,2,2,2,1,2,1,2,2,9,2,9,2,9,9,9,9,9,2,2,2,9,2,1,2,2,2,2,2,1,2,2
601,RENFREW SOUTH,Ontario,1867 - 1966,13,1917.12.17,2764,c6715481-8a5f-42bd-b262-57ccdaad49a0,"PEDLOW, Isaac Ellis",3256,0.5057,Laurier Liberal,Merchant,Protestant,0,1,,,,,,,,,Ireland,,,,1,9,9,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,9,1,2,2,1,1,9,9,9,9,1,2,1,2,9,2,9,1,1,1,1,1,1,1,9,1,2,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,9,9,1,9,9,9,2,9,9,9
45,BERTHIER,Quebec,1867 - 1924,13,1917.12.17,2769,c69cdaf8-e0f0-4832-80f2-b1790e333990,"GERVAIS, Theodore",2422,0.6271,Laurier Liberal,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,9,1,2,9,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,2,1,1,1,1,1,1,1,9,1,1,1,2,1,1,1,1,2,9,1,9
686,SIMCOE NORTH,Ontario,1867 - ,13,1917.12.17,2771,c6a7be07-ee5a-43aa-83c1-224904a145c3,"CURRIE, John Alister",4240,0.649,Unionist,"Author, ironworker, journalist, manager",Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,9,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,2,2,2,9,2,2,2,9,9,9,9,1,9,2,9,2,9,9,2,9,2,9,2,2,2,2,2,9,2,9,9,9,2,2,2,2,2,2,2,9
123,CARLETON,Ontario,1867 - 1966,13,1917.12.17,2823,ca2001cd-996c-493b-a3db-3b06db2f0d90,"BOYCE, George",5290,0.6647,Unionist,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,9,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,9,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
386,LAVAL--TWO MOUNTAINS,Quebec,1914 - 1949,13,1917.12.17,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, Joseph-Arthur-Calixte",accl.,,Laurier Liberal,"Crown prosecutor, lawyer",Fr.Catholic,1,6,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,9,1,9,9,9,1,1,2,2,9,1,2,9,9,2,9,9,9,9,1,9,1,2,1,9,1,1,9,9,9,9,9,9,9,1,9,9,9,1,1,2,1,9,9,1,1,1,1,9,9,1,1,2,9,1,9,1,9,1,9,9
103,CALGARY WEST,Alberta,1914 - 1952,13,1917.12.17,2835,cb18716e-09f4-44ec-b1b3-310df1cd367a,"TWEEDIE, Thomas Mitchell",10986,0.7324,Unionist,"Judge, lawyer",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,9,2,2,1,9,2,2,1,2,2,1,1,1,2,9,2,9,1,2,2,1,2,2,2,2,2,2,2,2,9,9,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
303,HURON NORTH,Ontario,1914 - 1952,13,1917.12.17,2850,cc375df4-8453-48e3-9f3f-22fd17bd406d,"BOWMAN, James",4799,0.634,Unionist,Farmer,Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,9,9,2,2,1,9,9,9,2,1,1,2,2,2,1,1,9,2,1,1,2,1,1,1,2,2,2,9,2,1,2,1,2,9,9,9,9,9,9,2,9,2,9,2,2,9,2,1,2,2,2,2,2,2,2,9,2,2,9,9,2,9,9,2,9,9,2,2
207,ELGIN EAST,Ontario,1867 - 1924,13,1917.12.17-1920.02.14,2852,cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26,"MARSHALL, David",2591,0.5316,Unionist,Businessman,Protestant,0,4,,,,,,,,,,Died in office: 1920.02.14,,,9,9,9,2,2,2,2,2,2,1,1,2,2,9,1,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,2,1,9,9,2,2,2,2,2,2,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
658,SALTCOATS,Saskatchewan,1907 - 1924,13,1917.12.17,2863,cd4bd043-2fae-4ee3-9b90-63677506a57a,"MACNUTT, Thomas",4618,0.7362,Unionist (Liberal),Farmer,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,2,2,1,9,9,2,2,9,9,9,9,9,9,2,9,1,2,2,2,1,1,1,2,9,2,9,2,1,2,9,2,2,2,2,2,2,2,2,1,9,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,9,9,1,2,2,2,1
791,WATERLOO SOUTH,Ontario,1867 - 1966,13,1917.12.17,2879,ce1278ff-93bc-43f1-8b9a-c836d45d3b23,"SCOTT, Frank Stewart",5681,0.5698,Unionist,Industrialist,Protestant,0,2,,,,,,,,,,,,,2,9,1,2,2,9,2,2,2,1,1,2,2,2,9,1,9,2,9,9,9,9,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,2,1,9,2
396,LEVIS,Quebec,1867 - 1998,13,1917.12.17,2884,cec4f855-0c8b-4e07-a8af-9ffb781191d5,"BOUTIN-BOURASSA, Joseph",5174,0.8402,Laurier Liberal,Notary,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,9,1,1,1,2,9,9,1,2,9,1,2,9,9,1,1,9,2,1,2,1,2,1,1,1,1,1,1,1,9,9,1,9,1,1,1,1,2,9,1,1,1,1,1,1,9,1,1,1,2,1,1,1,1,9,9,1,9
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,13,1917.12.17,2897,d02a7b53-dad0-4944-82b0-aed9054a7bc2,"MEIGHEN, Hon. Arthur",4611,0.8253,Unionist,Lawyer,Protestant,0,3,,1,,,,,,,,,,,2,2,1,2,2,9,9,2,2,1,1,9,9,9,9,1,2,2,2,1,9,9,2,1,9,2,1,1,1,2,2,2,9,2,1,9,1,9,2,2,2,2,2,2,2,1,2,1,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
443,MIDDLESEX WEST,Ontario,1867 - 1966,13,1917.12.17,2902,d048726f-34a2-4e13-bdf4-dfb1f028309d,"ROSS, Duncan Campbell",3930,0.5267,Laurier Liberal,Lawyer,Protestant,0,3,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,9,9,9,9,1,2,9,9,9,2,9,9,9,1,9,1,2,1,2,1,9,9,9,9,9,9,1,9,1,9,1,1,1,1,9,9,9,9,9,9,9,1,9,1,1,9,9,1,9,9,9,2,2,1,9
563,PRESCOTT,Ontario,1867 - 1952,13,1917.12.17,2905,d0ceec5f-f083-4ad4-8139-eadbb88a7dcf,"PROULX, Edmond",3743,0.7223,Laurier Liberal,Lawyer,Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,1,1,9,1,1,1,2,2,9,9,1,1,2,9,9,1,2,2,1,9,9,9,9,9,9,9,9,9,1,2,1,2,1,9,1,9,1,1,1,1,1,1,9,1,2,9,9,1,1,2,9,1,1,1,1,1,1,1,9,1,9,9,1,1,9,9,9,9,9,1
61,BRANDON,Manitoba,1892 - 1952,13,1917.12.17,2934,d33afadb-4860-458f-b9e7-ead5d535bc25,"WHIDDEN, Howard Primrose",11465,0.8961,Unionist,"Clergyperson, editor, lecturer, professor",Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,2,2,1,1,2,9,2,1,9,2,9,9,9,9,9,2,1,2,2,1,9,9,2,2,2,9,9,9,2,1,2,9,9,9,9,9,9,2,1,9,1,9,9,9,2,1,2,9,9,9,9,9,2,2,2,9,2,1,2,9,2,9,9,1,2,9
639,ST. JAMES,Quebec,1892 - 1947,13,1920.04.07,2963,d5513859-e07e-4492-ae07-70bda3037018,"RINFRET, Fernand",3413,0.6478,Liberal Party of Canada,"Author, editor, journalist, professor",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,1,9,1,2,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,2,9,1,9
215,ESSEX NORTH,Ontario,1882 - 1924,13,1917.12.17,2971,d5a0d3d3-6b4e-4fdb-a972-94df91380910,"KENNEDY, William Costello",7164,0.5161,Laurier Liberal,Business executive,Catholic,0,1,,,,,,,,,,,,,1,2,1,1,1,9,9,1,1,2,2,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2,1,9,1,1,9,1,9,9,9,9,9,1,9,1,9,9,9,1,1,1,1,9,9,1,1
551,PONTIAC,Quebec,1867 - 1947,13,1917.12.17,2977,d5ebc186-4009-4db8-86b0-4782e041793e,"CAHILL, Frank ""S.""",5548,0.775,Laurier Liberal,"Broker, clerk, real estate broker",Catholic,0,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,9,1,2,1,9,9,9,9,1,9,1,2,1,2,1,2,1,1,1,1,1,9,1,1,2,1,2,1,1,1,1,2,1,9,9,9,9,9,1,1,1,1,1,2,1,1,1,1,2,1,9,1
831,WRIGHT,Quebec,1892 - 1947,13,1917.12.17-1921.08.30,2978,d5f57ebd-8d4c-4446-8069-990c372443b3,"DEVLIN, Emmanuel Berchmans",2860,0.6845,Laurier Liberal,Lawyer,Fr.Catholic,1,4,,,,,,,,,,Died in office: 1921.08.30,,,1,1,2,1,1,9,9,1,1,2,9,1,1,1,9,2,1,9,9,9,9,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,9,9,9,9,1,2,1,9,1,1,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9
793,WELLAND,Ontario,1867 - 1987,13,1917.12.17,2981,d6271ffe-cf98-4d72-bc18-250a9d7c4813,"FRASER, Evan Eugene",5378,0.4597,Unionist,Contractor,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,9,9,9,2,2,1,1,9,9,2,9,1,9,9,9,9,1,2,2,1,1,9,9,1,9,9,9,9,1,9,9,2,9,2,9,9,9,9,9,9,9,9,2,1,2,2,2,2,1,2,2,2,2,2,2,2,9,2,2,2,1,2,2,9,2,1,2,2,2
721,TEMISCOUATA,Quebec,1867 - 1959,13,1917.12.17,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Charles-Arthur",6489,0.9033,Laurier Liberal,"Author, notary",Fr.Catholic,1,6,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,1,2,1,2,1,9,1,1,1,9,9,9,9,1,9,1,9,1,1,1,1,9,9,9,9,9,9,9,1,1,9,1,9,9,1,1,1,1,1,1,1,9
425,MASKINONGE,Quebec,1867 - 1924,13,1917.12.17,2994,d7158e1a-e713-48f0-9cf9-4d92b6729107,"MAYRAND, Hormisdas",2721,0.8763,Laurier Liberal,Farmer,Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,1,1,9,9,9,9,9,9,1,1,1,9,2,1,1,1,2,2,9,9,9,9,1,2,9,9,1,1,1,9,1,2,1,9,1,9,1,1,1,1,1,9,9,1,9,1,1,1,1,2,9,9,9,9,9,9,1,9,1,1,1,9,9,9,9,1,1,9,9,9
228,FRONTENAC,Ontario,1867 - 1924,13,1917.12.17,3022,d8e64909-c88d-4e3e-abfe-a46943452386,"EDWARDS, John Wesley",3641,0.6871,Unionist,"Physician, teacher",Protestant,0,3,,1,,,,,,,,,,,2,2,1,2,2,2,2,9,9,9,9,9,2,2,1,9,9,2,2,1,1,9,2,1,2,2,1,9,9,9,9,2,9,2,1,2,9,2,2,2,2,2,2,2,2,9,2,1,9,9,2,9,1,2,9,9,2,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,2
252,GREY NORTH,Ontario,1867 - 1966,13,1917.12.17,3029,d970d184-d56d-4589-860d-306da0296ebf,"MIDDLEBRO, William Sora",5815,0.6229,Unionist,Lawyer,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,9,9,2,2,1,1,2,2,9,1,9,2,2,2,1,9,9,2,1,2,2,1,1,1,2,2,2,9,2,1,2,9,9,2,2,2,2,9,2,2,9,2,1,2,2,9,2,9,2,9,9,9,9,9,2,2,2,2,9,9,2,9,9,2,2,9,9,9
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,13,1917.12.17,3033,d98b30ab-759a-4b5e-b3ba-420ce11b08d2,"SINCLAIR, John Howard",3944,0.6115,Laurier Liberal,"Editor, lawyer",Protestant,0,5,,,,,,,,,,,,,9,9,9,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,2,1,1,2,1,9,1,1,2,1,1,1,2,9,9,9,2,9,9,9,9,9,9,9,9,9,1,9,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,1,1,1,1
216,ESSEX SOUTH,Ontario,1882 - 1966,13,1917.12.17,3034,d9d79a0d-93d8-4fb2-953f-df2e0ffb0539,"BRIEN, John Wesley",3645,0.5119,Unionist,Physician,Protestant,0,1,,,,,,,,,,,,,9,9,9,2,2,2,9,2,2,1,1,2,2,2,1,1,2,2,2,1,9,2,2,1,2,2,1,1,1,9,9,2,1,2,1,2,9,2,2,2,2,2,2,2,2,9,2,1,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,9,2,2
498,NORTHUMBERLAND,Ontario,1914 - 1966,13,1917.12.17,3044,daae9e45-71a3-4484-9add-0e7557e2e289,"MUNSON, Charles Arthur",6313,0.684,Unionist,,Protestant,0,2,,,,,,,,,,,,,9,9,9,2,2,9,9,2,2,1,1,2,2,2,1,1,2,2,2,1,1,9,2,1,9,9,9,9,9,9,9,2,1,9,1,2,9,2,2,2,2,2,2,2,2,1,2,9,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,9,2,2
11,ALGOMA WEST,Ontario,1903 - 1966,13,1917.12.17,3065,dc5215fb-d1ed-4304-98be-1b83f9dd1813,"SIMPSON, Thomas Edward",4780,0.6014,Unionist,Merchant,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,9,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,9,2,2,2,2,2,2,2,2,1,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2
737,TORONTO EAST,Ontario,1867 - 1933,13,1917.12.17,3080,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,"KEMP, Hon. Sir Albert Edward",15894,0.7832,Unionist,Businessman,Protestant,0,4,,1,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,9,2,9,9,9,9,9,9
75,BROME,Quebec,1867 - 1924,13,1917.12.17,3088,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,"MCMASTER, Andrew Ross",1926,0.5641,Laurier Liberal,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,9,9,9,9,1,1,9,9,1,9,1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,1,1,2,9,9,9,9,9,9,1,1,1,1,1,2,1,1,9,1,2,9,1,1
1246,PRINCE EDWARD,Ontario,1903 - 1924,13,1917.12.17,3090,dedbc503-32ef-4e9b-8521-638df93015e3,"HEPBURN, William Bernard Rickart",3231,0.648,Unionist,Businessman,Protestant,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,2,9,9
346,KOOTENAY EAST,British Columbia,1914 - 1966,13,1917.12.17,3099,dfafd52a-d1a1-41d4-b808-6560446b1b9f,"BONNELL, Saul",3398,0.6315,Unionist,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,2,1,9,1,2,9,9,9,9,9,9,9,9,9,9,2,1,9,2,2,2,9,9,9,9,9,9,9,2,2,2,9,9,9,2,2,9,2,2,9,2,2
207,ELGIN EAST,Ontario,1867 - 1924,13,1920.11.22,3102,e012d3d6-aaa4-47f3-bd8e-94127eb219a1,"MCDERMAND, Sydney Smith",3101,0.3894,United Farmers of Ontario,Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,2,1,1,1,1,1,1,2,9,1,1
581,QUEBEC EAST,Quebec,1867 - 1966,13,1917.12.17-1919.02.17,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Tres Honorable Sir Wilfrid",6957,0.9253,Laurier Liberal,Lawyer,Fr.Catholic,1,11,,,,,,,,,,Died in office: 1919.02.17,,,1,1,2,1,1,1,1,1,1,2,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
184,DUFFERIN,Ontario,1903 - 1924,13,1917.12.17,3141,e375fe20-c436-4578-9657-d976230c2a5a,"BEST, John",3797,0.8249,Unionist,Farmer,Protestant,0,3,,,,,,,,,Australia,,,,9,9,9,2,9,9,9,9,9,9,9,9,9,2,1,9,9,2,9,9,1,1,2,1,1,9,9,9,9,9,9,2,1,2,1,9,9,2,2,2,2,2,2,2,2,9,2,1,2,9,9,2,1,2,2,2,2,2,2,2,2,2,2,9,9,2,9,9,2,2,2,2,9
10,ALGOMA EAST,Ontario,1903 - 1966,13,1917.12.17,3166,e59bd97e-ff2c-4d93-91cf-2c7d62ee9aac,"NICHOLSON, George Brecken",4742,0.5687,Unionist,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,9,9,9,2,2,2,2,2,2,1,1,2,9,2,1,1,9,2,2,1,1,2,2,1,2,9,1,1,1,2,2,9,1,2,1,2,9,2,2,2,2,2,2,2,2,9,2,9,9,9,9,2,1,9,2,2,2,2,2,2,2,2,9,2,1,2,2,2,9,2,9,9,9
736,TORONTO CENTRE,Ontario,1872 - 1924,13,1917.12.17,3179,e6786985-b2b3-47ed-b311-263fcfc27c2a,"BRISTOL, Edmund",12051,0.7445,Unionist,Barrister,Protestant,0,4,,1,,,,,,,,,,,2,2,1,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,9,9,9,9,9,9,9,2,9,2,2,9,9,2,9,9,2,2,9,9,9
518,OTTAWA (CITY OF),Ontario,,13,1917.12.17,3186,e702fa8e-c7e6-4906-a69d-bad38613f9e4,"FRIPP, Alfred Ernest",18547,0.2933,Unionist,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,9,9,2,2,1,1,2,2,2,2,2,2,2,9,9,9,9,2,1,1,2,1,1,1,2,9,2,9,9,9,9,9,2,2,2,2,2,2,2,2,9,2,9,2,9,9,2,9,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,9,9,2,9
821,WINNIPEG CENTRE,Manitoba,1914 - 1924,13,1917.12.17-1919.06.01,3202,e83bd8c8-d439-4d8c-956d-4ad5fef13f7f,"ANDREW, George William",25580,0.8462,Unionist (Liberal),Real estate agent,Protestant,0,1,1,,,1,,,,,England,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,9,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
821,WINNIPEG CENTRE,Manitoba,1914 - 1924,13,1919.06.02-,3202.1,e83bd8c8-d439-4d8c-956d-4ad5fef13f7f,"ANDREW, George William",25580,0.8462,Independent,,Protestant,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,9,9,9,9,9,9,9,2,9,2,1,2,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,2,9,2,1,2,2,1,9,2,2,2,9
